grid_t5777g44m00_h1.1_av.dat
136
-2.09472e8  18732.927734375  Inf  1.0712827133829705e-5  1.0
-2.07354352e8  18646.724609375  Inf  1.0443663995829411e-5  1.0
-2.05236704e8  18565.708984375  Inf  1.0187196494371165e-5  1.0
-2.03119056e8  18483.521484375  Inf  9.932128705258947e-6  1.0
-2.01001408e8  18401.59765625  Inf  9.681674782768823e-6  1.0
-1.9888376e8  18319.7578125  Inf  9.435415449843276e-6  1.0
-1.96766112e8  18238.310546875  Inf  9.193304322252516e-6  1.0
-1.94648464e8  18157.51171875  Inf  8.955061275628395e-6  1.0
-1.92530816e8  18077.74609375  Inf  8.720829100639094e-6  1.0
-1.90413184e8  17997.734375  Inf  8.49156185722677e-6  1.0
-1.88295536e8  17917.2421875  Inf  8.26718496682588e-6  1.0
-1.86177888e8  17836.6484375  Inf  8.047267328947783e-6  1.0
-1.8406024e8  17755.96484375  Inf  7.831936272850726e-6  1.0
-1.81942592e8  17675.1484375  Inf  7.621261374879396e-6  1.0
-1.79824944e8  17594.66015625  Inf  7.414736046484904e-6  1.0
-1.77707296e8  17514.744140625  Inf  7.212189302663319e-6  1.0
-1.75589648e8  17435.501953125  Inf  7.014202765276423e-6  1.0
-1.73472e8  17357.5234375  Inf  6.820519956818316e-6  1.0
-1.71354352e8  17279.125  Inf  6.630447387578897e-6  1.0
-1.69236704e8  17200.892578125  Inf  6.444255177484592e-6  1.0
-1.67119056e8  17122.51171875  Inf  6.262087481445633e-6  1.0
-1.65001408e8  17044.76171875  Inf  6.0832794588350225e-6  1.0
-1.6288376e8  16967.99609375  Inf  5.9077342484670226e-6  1.0
-1.60766112e8  16891.494140625  Inf  5.736145794799086e-6  1.0
-1.58648464e8  16815.025390625  Inf  5.569330369326053e-6  1.0
-1.56530816e8  16737.865234375  Inf  5.407383923738962e-6  1.0
-1.54413184e8  16660.87890625  Inf  5.249062269285787e-6  1.0
-1.52295536e8  16584.796875  Inf  5.0937615014845505e-6  1.0
-1.50177888e8  16508.748046875  Inf  4.942069608659949e-6  1.0
-1.4806024e8  16432.556640625  Inf  4.7941398406692315e-6  1.0
-1.45942592e8  16356.2109375  Inf  4.649810307455482e-6  1.0
-1.43824944e8  16279.5263671875  Inf  4.509131940722e-6  1.0
-1.41707296e8  16203.03125  Inf  4.372401235741563e-6  1.0
-1.39589648e8  16126.6552734375  Inf  4.2387223402329255e-6  1.0
-1.37472e8  16051.7353515625  Inf  4.107897893845802e-6  1.0
-1.35354352e8  15976.3974609375  Inf  3.979733264714014e-6  1.0
-1.33236704e8  15900.970703125  Inf  3.8548641896341e-6  1.0
-1.31119056e8  15825.0966796875  Inf  3.7334434637159575e-6  1.0
-1.29001408e8  15749.0068359375  Inf  3.6153121527604526e-6  1.0
-1.26883768e8  15672.99609375  Inf  3.5001776268472895e-6  1.0
-1.2476612e8  15596.591796875  Inf  3.3881128729262855e-6  1.0
-1.22648472e8  15520.0654296875  Inf  3.2788348107715137e-6  1.0
-1.20530824e8  15443.1552734375  Inf  3.1722727271699114e-6  1.0
-1.18413176e8  15365.66796875  Inf  3.0684298053529346e-6  1.0
-1.16295528e8  15287.791015625  Inf  2.967166210510186e-6  1.0
-1.1417788e8  15209.255859375  Inf  2.8683984965027776e-6  1.0
-1.12060232e8  15130.63671875  Inf  2.771587787719909e-6  1.0
-1.09942592e8  15052.908203125  Inf  2.6765851544041652e-6  1.0
-1.07824944e8  14975.564453125  Inf  2.583860577942687e-6  1.0
-1.05707296e8  14897.2060546875  Inf  2.493861074981396e-6  1.0
-1.03589648e8  14817.4755859375  Inf  2.406367912044516e-6  1.0
-1.01472e8  14738.3974609375  Inf  2.321202373423148e-6  1.0
-9.9354352e7  14657.9130859375  Inf  2.2382389488484478e-6  1.0
-9.7236704e7  14578.1767578125  Inf  2.1577809548034566e-6  1.0
-9.5119056e7  14498.78515625  Inf  2.0796403532585828e-6  1.0
-9.3001408e7  14419.5107421875  Inf  2.00383942683402e-6  1.0
-9.0883768e7  14340.0361328125  Inf  1.930421831275453e-6  1.0
-8.876612e7  14260.3564453125  Inf  1.8593758568385965e-6  1.0
-8.6648472e7  14180.513671875  Inf  1.7907017308971263e-6  1.0
-8.4530824e7  14101.724609375  Inf  1.7241117120647687e-6  1.0
-8.2413176e7  14023.79296875  Inf  1.6592013025729102e-6  1.0
-8.0295528e7  13945.0947265625  Inf  1.5964213844199548e-6  1.0
-7.817788e7  13865.80859375  Inf  1.5357516076619504e-6  1.0
-7.6060232e7  13785.66796875  Inf  1.4770243979000952e-6  1.0
-7.3942592e7  13704.232421875  Inf  1.4199713405105285e-6  1.0
-7.1824944e7  13622.6474609375  Inf  1.3639312328450615e-6  1.0
-6.9707296e7  13540.2060546875  Inf  1.3093416555420845e-6  1.0
-6.7589648e7  13457.181640625  Inf  1.2561692983581452e-6  1.0
-6.5472e7  13376.3984375  Inf  1.2046689334965777e-6  1.0
-6.3354352e7  13293.1611328125  Inf  1.1548539760042331e-6  1.0
-6.1236704e7  13210.375  Inf  1.1070351320086047e-6  1.0
-5.911906e7  13128.052734375  Inf  1.0609294349706033e-6  1.0
-5.7001412e7  13046.76953125  Inf  1.0161298860111856e-6  1.0
-5.4883764e7  12965.0078125  Inf  9.72856810221856e-7  1.0
-5.2766116e7  12881.63671875  Inf  9.313092732554651e-7  1.0
-5.0648472e7  12795.318359375  Inf  8.917852483136812e-7  1.0
-4.8530824e7  12704.6552734375  Inf  8.542057798877067e-7  1.0
-4.6413176e7  12612.2451171875  Inf  8.177613608495449e-7  1.0
-4.4295528e7  12521.3203125  Inf  7.820639211786329e-7  1.0
-4.2177884e7  12428.51953125  Inf  7.473412892977649e-7  1.0
-4.0060236e7  12333.0830078125  Inf  7.136302428989438e-7  1.0
-3.7942588e7  12236.5263671875  Inf  6.808920716139255e-7  1.0
-3.582494e7  12138.5234375  Inf  6.493997943834984e-7  1.0
-3.3707296e7  12038.3134765625  Inf  6.193579338287236e-7  1.0
-3.1589648e7  11937.4677734375  Inf  5.906605338168447e-7  1.0
-2.9472e7  11837.115234375  Inf  5.634918807118083e-7  1.0
-2.7354352e7  11731.4892578125  Inf  5.373688054532977e-7  1.0
-2.5236706e7  11625.6484375  Inf  5.122985839989269e-7  1.0
-2.3119058e7  11518.115234375  Inf  4.882456323684892e-7  1.0
-2.1001412e7  11411.30078125  Inf  4.6507705064868787e-7  1.0
-1.8883764e7  11302.9580078125  Inf  4.429973614605842e-7  1.0
-1.6766118e7  11189.2646484375  Inf  4.219765514790197e-7  1.0
-1.4648471e7  11070.20703125  Inf  4.0186844785239373e-7  1.0
-1.2530824e7  10949.3232421875  Inf  3.825681460511987e-7  1.0
-1.0413176e7  10824.322265625  Inf  3.642568628947629e-7  1.0
-8.2955295e6  10688.6708984375  Inf  3.470877629752067e-7  1.0
-6.1778825e6  10538.419921875  Inf  3.311145064799348e-7  1.0
-4.06023525e6  10375.2236328125  Inf  3.159386494644423e-7  1.0
-1.94258825e6  10200.92578125  Inf  3.013240927884908e-7  1.0
175058.828125  10015.8408203125  Inf  2.8722152478621865e-7  1.0
2.292706e6  9818.4541015625  Inf  2.739346030011802e-7  1.0
4.410353e6  9602.755859375  Inf  2.6177838208241155e-7  1.0
6.528e6  9371.81640625  Inf  2.511521870474098e-7  1.0
8.645647e6  9100.109375  Inf  2.418292126549204e-7  1.0
