-1.986050415744339e6	5684.634058465147	-10.491109100375107
-1.949050415744339e6	5646.856699087461	-10.514133421215979
-1.912050415744339e6	5609.33038997385	-10.537157742056852
-1.875050415744339e6	5572.053462764311	-10.560182062897724
-1.838050415744339e6	5535.02426018599	-10.583206383738595
-1.801050415744339e6	5498.24113597945	-10.606230704579467
-1.764050415744339e6	5462.14331698779	-10.62974765431769
-1.727050415744339e6	5427.092368897132	-10.65417545349504
-1.690050415744339e6	5392.266345143094	-10.678603252672385
-1.653050415744339e6	5357.663802370774	-10.703031051849734
-1.616050415744339e6	5323.2833064874	-10.72745885102708
-1.579050415744339e6	5289.123432602865	-10.751886650204428
-1.542050415744339e6	5255.772922759941	-10.77737195094958
-1.505050415744339e6	5222.87424846788	-10.80329278594138
-1.468050415744339e6	5190.181504452122	-10.82921362093318
-1.431050415744339e6	5157.693401685689	-10.855134455924981
-1.394050415744339e6	5125.408659210311	-10.881055290916782
-1.357050415744339e6	5093.557042555021	-10.90746597444346
-1.320050415744339e6	5062.349809580138	-10.934829063966347
-1.283050415744339e6	5031.333777249865	-10.962192153489234
-1.246050415744339e6	5000.507774115074	-10.98955524301212
-1.209050415744339e6	4969.870635903847	-11.016918332535006
-1.172050415744339e6	4939.545815185961	-11.044551776193991
-1.135050415744339e6	4909.901063133096	-11.073265776389828
-1.098050415744339e6	4880.434224466844	-11.101979776585665
-1.061050415744339e6	4851.144231437558	-11.130693776781504
-1.0240504157443391e6	4822.030022703725	-11.159407776977341
-987050.4157443391	4792.725084588698	-11.188796309167417
-950050.4157443391	4762.443764442399	-11.220329045438433
-913050.4157443391	4732.353767256131	-11.25186178170945
-876050.4157443391	4702.565406369019	-11.284160294515242
-839050.4157443391	4672.969386880739	-11.316492217405393
-802050.4157443391	4643.738516771003	-11.349323681681533
-765050.4157443391	4614.762167784715	-11.382356550147877
-728050.4157443391	4586.02008651666	-11.415792532489796
-691050.4157443391	4557.511961369706	-11.4496454042783
-654050.4157443391	4529.18745850473	-11.483743741814283
-617050.4157443391	4501.05400194391	-11.518420831662338
-580050.4157443391	4473.125085445188	-11.5531942249492
-543050.4157443391	4445.575375495792	-11.588637483085016
-506050.4157443391	4418.195342562771	-11.624080741220835
-469050.4157443391	4390.994861508542	-11.660302273209833
-432050.4157443391	4363.962207461667	-11.696550202525227
-395050.4157443391	4337.175654356745	-11.733509971060112
-358050.4157443391	4310.570964971325	-11.770626549239822
-321050.4157443391	4284.1800091204905	-11.808341886767945
-284050.4157443391	4257.974232838991	-11.846338601225018
-247050.41574433912	4231.988293471265	-11.884834695689921
-210050.41574433912	4206.210376485555	-11.923747944136345
-173050.41574433912	4180.616024937653	-11.963039348397867
-136050.41574433912	4155.215845465225	-12.002881574797806
-99050.41574433912	4130.017015851433	-12.042997549858732
