-9.9531248e7	14101.998046875
-9.8593744e7	14042.0107421875
-9.7656248e7	13994.013671875
-9.6718752e7	13944.884765625
-9.5781248e7	13898.5732421875
-9.4843752e7	13854.6591796875
-9.3906248e7	13811.0771484375
-9.2968752e7	13767.17578125
-9.2031256e7	13723.1103515625
-9.1093752e7	13679.572265625
-9.0156248e7	13638.17578125
-8.9218744e7	13598.8935546875
-8.8281248e7	13559.7841796875
-8.7343752e7	13518.62890625
-8.6406248e7	13475.4912109375
-8.5468752e7	13431.8935546875
-8.4531248e7	13390.2265625
-8.3593752e7	13349.6708984375
-8.2656256e7	13309.2353515625
-8.1718752e7	13269.1796875
-8.0781248e7	13232.1630859375
-7.9843744e7	13193.921875
-7.8906248e7	13156.720703125
-7.7968752e7	13119.677734375
-7.7031248e7	13083.1982421875
-7.6093752e7	13046.33984375
-7.5156248e7	13008.38671875
-7.4218752e7	12968.7998046875
-7.3281256e7	12928.357421875
-7.2343752e7	12887.60546875
-7.1406248e7	12846.373046875
-7.0468744e7	12804.6220703125
-6.9531248e7	12762.337890625
-6.8593752e7	12720.2802734375
-6.7656248e7	12679.171875
-6.6718752e7	12637.2041015625
-6.5781248e7	12593.6708984375
-6.4843752e7	12548.978515625
-6.3906252e7	12503.927734375
-6.2968748e7	12459.046875
-6.2031252e7	12417.083984375
-6.1093748e7	12371.759765625
-6.0156248e7	12328.3134765625
-5.9218752e7	12286.8955078125
-5.8281248e7	12246.435546875
-5.7343752e7	12203.4462890625
-5.6406248e7	12158.455078125
-5.5468752e7	12113.3759765625
-5.4531252e7	12068.158203125
-5.3593748e7	12023.4609375
-5.2656252e7	11978.2431640625
-5.1718748e7	11931.857421875
-5.0781248e7	11883.3515625
-4.9843748e7	11831.529296875
-4.8906248e7	11778.7001953125
-4.7968752e7	11726.5732421875
-4.7031252e7	11674.8212890625
-4.6093752e7	11623.2265625
-4.5156248e7	11571.708984375
-4.4218748e7	11521.0576171875
-4.3281252e7	11476.134765625
-4.2343752e7	11427.0107421875
-4.1406248e7	11379.201171875
-4.0468748e7	11332.353515625
-3.9531248e7	11284.3115234375
-3.8593752e7	11232.919921875
-3.7656252e7	11179.841796875
-3.6718752e7	11127.6796875
-3.5781248e7	11074.330078125
-3.4843748e7	11016.3779296875
-3.3906252e7	10953.9111328125
-3.296875e7	10888.6396484375
-3.203125e7	10822.171875
-3.109375e7	10755.5048828125
-3.0156248e7	10687.8017578125
-2.9218752e7	10619.3623046875
-2.828125e7	10553.1826171875
-2.734375e7	10489.033203125
-2.640625e7	10426.0419921875
-2.5468748e7	10362.6455078125
-2.453125e7	10301.3525390625
-2.359375e7	10228.626953125
-2.265625e7	10151.759765625
-2.171875e7	10072.61328125
-2.078125e7	9991.486328125
-1.984375e7	9907.9384765625
-1.890625e7	9821.32421875
-1.796875e7	9731.0537109375
-1.703125e7	9636.9306640625
-1.609375e7	9538.728515625
-1.515625e7	9435.8544921875
-1.4218751e7	9327.1826171875
-1.328125e7	9211.3095703125
-1.234375e7	9086.7626953125
-1.140625e7	8952.017578125
-1.046875e7	8805.2197265625
-9.53125e6	8645.1875
-8.59375e6	8472.6669921875
-7.65625e6	8288.1513671875
-6.7187505e6	8088.65478515625
-5.78125e6	7869.986328125
-4.84375e6	7591.11328125
-3.90625e6	7283.61767578125
-2.96875e6	6974.65966796875
-2.031249875e6	6694.79443359375
-1.09375e6	6462.6279296875
-156250.0	6275.41845703125
781250.0	6121.85888671875
1.71875e6	5992.06103515625
2.65625e6	5880.0087890625
3.59375e6	5781.92041015625
4.53125e6	5694.7177734375
5.46875e6	5616.44482421875
6.40625e6	5545.44921875
7.3437495e6	5480.30908203125
8.2812505e6	5419.96240234375
9.21875e6	5363.705078125
1.015625e7	5311.12255859375
1.109375e7	5262.03564453125
1.203125e7	5215.64892578125
1.296875e7	5176.03759765625
1.3906249e7	5134.8056640625
1.484375e7	5096.52685546875
1.5781251e7	5060.9072265625
1.671875e7	5027.736328125
1.765625e7	4996.97021484375
1.859375e7	4968.5224609375
1.953125e7	4942.27880859375
2.046875e7	4917.99853515625
2.140625e7	4895.45849609375
2.234375e7	4874.42578125
2.328125e7	4854.58203125
2.421875e7	4835.685546875
2.515625e7	4817.43310546875
2.6093752e7	4799.611328125
2.7031248e7	4782.12548828125
2.796875e7	4764.9140625
2.890625e7	4747.8837890625
2.984375e7	4731.0048828125
3.0781252e7	4713.92431640625
3.1718748e7	4698.12451171875
3.265625e7	4681.2314453125
3.3593752e7	4664.6279296875
3.4531252e7	4648.09912109375
3.5468752e7	4631.50341796875
3.6406248e7	4614.697265625
3.7343748e7	4597.56005859375
3.8281248e7	4579.90576171875
3.9218752e7	4561.52392578125
4.0156252e7	4542.185546875
4.1093748e7	4521.666015625
4.2031248e7	4499.79296875
4.2968752e7	4476.37109375
4.3906252e7	4451.33154296875
4.4843752e7	4424.65380859375
4.5781248e7	4396.14990234375
4.6718748e7	4365.232421875
4.7656248e7	4331.052734375
4.8593752e7	4292.84326171875
4.9531252e7	4253.9580078125
