# Object	Reference	RA	Decl	Teff	logg	Metallicity	[Fe/H]	[O/Fe]	[C/Fe]
CS22948-066	M.Spite+,AAP, 430, 655, 2005	21 44 51.10	-37 27 55.0	5100	1.8	-3.14	-3.14	0.94	0.09
CS22948-066	A.McWilliam+,AJ, 109, 2736, 1995	21 44 51.10	-37 27 55.0						
CS22948-066	M.Spite+,AAP, 541, A143, 2012	21 44 51.10	-37 27 55.0	5100	1.8	-3.14	-3.14		
CS22948-066	S.M.Andrievsky+,AAP, 509, A88, 2010	21 44 51.10	-37 27 55.0	5100	1.8	-3.14	-3.14		
CS22948-066	K.A.Venn+,AJ, 128, 1177, 2004	21 44 51.10	-37 27 55.0				-3.03		
CS22948-066	P.Francois+,AAP, 476, 935, 2007	21 44 51.10	-37 27 55.0	5100	1.8	-3	-3.14		
CS22948-066	S.M.Andrievsky+,AAP, 464, 1081, 2007	21 44 51.10	-37 27 55.0	5100	1.8	-3.14	-3.14		
CS22948-066	I.U.Roederer+,AJ, 147, 136, 2014	21 44 51.10	-37 27 55.0	4830	1.55	-3.18	-3.5	<1.38	-0.43
CS22948-066	M.Spite+,AAP, 455, 291, 2006	21 44 51.10	-37 27 55.0	5100	1.8	-3.14	-3.14		0.17
CS22948-066	I.U.Roederer+,ApJ, 784, 158, 2014	21 44 51.10	-37 27 55.0	4830	1.55	-3.18	-3.5	<1.38	-0.43
CS22948-066	M.Spite+,AAP, 528, A9, 2011	21 44 51.10	-37 27 55.0	5100	1.8	-3.14	-3.14		
CS22948-066	S.M.Andrievsky+,AAP, 481, 481, 2008	21 44 51.10	-37 27 55.0	5100	1.8	-3.14	-3.14		
CS22948-093	S.M.Andrievsky+,AAP, 494, 1083, 2009	21 50 31.52	-41 07 49.3	6360	4.3	-3.3	-3.3		
CS22948-093	W.Aoki+,ApJ, 698, 1803, 2009	21 50 31.52	-41 07 49.3	6380	4.4	-3.43	-3.48		
CS22948-093	P.Bonifacio+,AAP, 462, 851, 2007	21 50 31.52	-41 07 49.3	6356	4.25	-3.3	-3.29		
CS22948-093	P.Bonifacio+,AAP, 501, 519, 2009	21 50 31.52	-41 07 49.3	6356	4.25	-3.3	-3.29		
CS22948-093	M.Spite+,AAP, 541, A143, 2012	21 50 31.52	-41 07 49.3	6360	4.3	-3.43	-3.43		
CS22948-093	I.U.Roederer+,ApJ, 711, 573, 2010	21 50 31.52	-41 07 49.3	6480	4	-3.35	-3.36	<1.9	<1.83
CS22948-093	S.M.Andrievsky+,AAP, 509, A88, 2010	21 50 31.52	-41 07 49.3	6360	4.3	-3.43	-3.43		
CS22948-093	S.M.Andrievsky+,AAP, 464, 1081, 2007	21 50 31.52	-41 07 49.3	6360	4.3	-3.43	-3.43		
CS22948-093	I.U.Roederer+,AJ, 147, 136, 2014	21 50 31.52	-41 07 49.3	6540	3.85	-3.42	-3.32	<0.41	<1.64
CS22948-093	L.Sbordone+,AAP, 522, A26, 2010	21 50 31.52	-41 07 49.3	6365	4.25	-3.31	-3.31		
CS22948-093	S.M.Andrievsky+,AAP, 481, 481, 2008	21 50 31.52	-41 07 49.3	6360	4.3	-3.43	-3.43		
CS22948-104	J.A.Johnson+,ApJ, 658, 1203, 2007	21 51 45.75	-37 52 30.9	5270	2.99	-2.39	-2.37		0.36
CS22948-104	T.Masseron+,ApJ, 751, 14, 2012	21 51 45.75	-37 52 30.9	5000	2.3	-2.76	-2.81	<0.82	0.43
CS22949-030	I.U.Roederer+,AJ, 147, 136, 2014	23 21 22.91	-03 45 54.7	5890	3.6	-2.88	-3.01	0.58	0.65
CS22949-037	A.McWilliam+,AJ, 109, 2757, 1995	23 26 29.80	-02 39 58.0	4810	2.1	-3.5	-3.82		0.84
CS22949-037	M.Spite+,AAP, 430, 655, 2005	23 26 29.80	-02 39 58.0	4900	1.5	-3.97	-3.97	2.03	1.24
CS22949-037	A.McWilliam+,AJ, 109, 2736, 1995	23 26 29.80	-02 39 58.0						
CS22949-037	S.M.Andrievsky+,AAP, 509, A88, 2010	23 26 29.80	-02 39 58.0	4900	1.5	-3.97	-3.97		
CS22949-037	J.E.Norris+,ApJ, 569, L107, 2002	23 26 29.80	-02 39 58.0	4900	1.7	-3.79	-3.79		1.17
CS22949-037	J.E.Norris+,ApJ, 561, 1034, 2001	23 26 29.80	-02 39 58.0	4900	1.7	-3.79	-3.62		1.12
CS22949-037	E.Depagne+,AAP, 390, 187, 2002	23 26 29.80	-02 39 58.0	4900	1.5	-3.9	-3.99	2.14	1.28
CS22949-037	I.U.Roederer+,ApJ, 784, 158, 2014	23 26 29.80	-02 39 58.0	4630	0.95	-4.21	-4.38	<2.39	1.16
CS22949-037	S.M.Andrievsky+,AAP, 494, 1083, 2009	23 26 29.80	-02 39 58.0	4900	1.5	-3.97	-3.97		
CS22949-037	R.Cayrel+,AAP, 416, 1117, 2004	23 26 29.80	-02 39 58.0	4900	1.5	-3.97	-3.99	2.08	1.28
CS22949-037	M.Spite+,AAP, 541, A143, 2012	23 26 29.80	-02 39 58.0	4900	1.5	-3.97	-3.97		
CS22949-037	K.A.Venn+,AJ, 128, 1177, 2004	23 26 29.80	-02 39 58.0				-3.99		
CS22949-037	S.M.Andrievsky+,AAP, 464, 1081, 2007	23 26 29.80	-02 39 58.0	4900	1.5	-3.97	-3.97		
CS22949-037	M.Spite+,AAP, 455, 291, 2006	23 26 29.80	-02 39 58.0	4900	1.5	-3.97	-3.97		1.34
CS22949-037	I.U.Roederer+,AJ, 147, 136, 2014	23 26 29.80	-02 39 58.0	4630	0.95	-4.2	-4.38	<2.39	1.16
CS22949-037	M.Spite+,AAP, 528, A9, 2011	23 26 29.80	-02 39 58.0	4900	1.5	-3.97	-3.97		
CS22949-037	A.Arentsen+,AAP, 621, A108, 2019	23 26 29.8	-02 39 58	4630	1	-4.38	-4.38		1.92
CS22949-037	F.Spite+,AAP, 611, A30, 2018	23 26 29.80	-02 39 58.03	4900	1.5	-4	-3.97		
CS22949-048	A.McWilliam+,AJ, 109, 2757, 1995	23 26 07.40	-05 50 08.0	4750	1.1	-3.3	-3		0.12
CS22949-048	I.U.Roederer+,AJ, 147, 136, 2014	23 26 07.40	-05 50 08.0	4620	0.95	-3.37	-3.55	<1.71	0.17
CS22949-048	D.K.Lai+,ApJ, 667, 1185, 2007	23 26 07.40	-05 50 08.0	4828	1.81	-2.9	-2.73		-0.24
CS22949-048	A.McWilliam+,AJ, 109, 2736, 1995	23 26 07.40	-05 50 08.0						
CS22949-048	M.Spite+,AAP, 528, A9, 2011	23 26 07.40	-05 50 08.0	4800	1.5	-3.25	-3.25		
CS22949-048	K.A.Venn+,AJ, 128, 1177, 2004	23 26 07.40	-05 50 08.0				-3.17		
CS22950-046	A.McWilliam+,AJ, 109, 2757, 1995	20 21 28.40	-13 16 33.6	4640	0.85	-3.5	-3.23		-0.1
CS22950-046	J.A.Johnson+,ApJ, 658, 1203, 2007	20 21 28.40	-13 16 33.6	4604	1.25	-3.29	-3.27		-0.39
CS22950-046	J.G.Cohen+,AJ, 124, 470, 2002	20 21 28.40	-13 16 33.6	4730	1.3	-3.27			
CS22950-046	A.McWilliam+,AJ, 109, 2736, 1995	20 21 28.40	-13 16 33.6						
CS22950-046	J.G.Cohen+,ApJ, 778, 56, 2013	20 21 28.40	-13 16 33.6	4730	1.3	-3.27			
CS22950-046	E.Carretta+,AJ, 124, 481, 2002	20 21 28.40	-13 16 33.6	4730	1.3	-3.3	-3.26		
CS22950-046	K.A.Venn+,AJ, 128, 1177, 2004	20 21 28.40	-13 16 33.6				-3.4		
CS22950-046	Y.Ishimaru+,ApJ, 600, L47, 2004	20 21 28.40	-13 16 33.6	4730	1.3	-3.3	-3.34		
CS22950-046	I.U.Roederer+,AJ, 147, 136, 2014	20 21 28.40	-13 16 33.6	4380	0.5	-3.64	-4.12	<2.39	0.61
CS22951-005	I.U.Roederer+,AJ, 147, 136, 2014	21 45 46.70	-46 04 58.3	5950	3.65	-2.67	-2.74	0.38	0.34
CS22951-059	I.U.Roederer+,AJ, 147, 136, 2014	21 50 26.00	-44 48 49.1	5120	2.35	-2.83	-2.84	<0.78	0.17
CS22952-015	S.M.Andrievsky+,AAP, 494, 1083, 2009	23 37 28.69	-05 47 56.6	4800	1.3	-3.43	-3.43		
CS22952-015	A.McWilliam+,AJ, 109, 2757, 1995	23 37 28.69	-05 47 56.6	4720	0.9	-3.4	-3.21		<-0.14
CS22952-015	R.Cayrel+,AAP, 416, 1117, 2004	23 37 28.69	-05 47 56.6	4800	1.3	-3.43	-3.45		
CS22952-015	M.Spite+,AAP, 430, 655, 2005	23 37 28.69	-05 47 56.6	4800	1.3	-3.43	-3.43		-0.5
CS22952-015	A.McWilliam+,AJ, 109, 2736, 1995	23 37 28.69	-05 47 56.6						
CS22952-015	M.Spite+,AAP, 541, A143, 2012	23 37 28.69	-05 47 56.6	4800	1.3	-3.43	-3.43		
CS22952-015	S.M.Andrievsky+,AAP, 509, A88, 2010	23 37 28.69	-05 47 56.6	4800	1.3	-3.43	-3.43		
CS22952-015	K.A.Venn+,AJ, 128, 1177, 2004	23 37 28.69	-05 47 56.6				-3.4		
CS22952-015	P.Francois+,AAP, 476, 935, 2007	23 37 28.69	-05 47 56.6	4800	1.3	-3.4	-3.43		
CS22952-015	S.M.Andrievsky+,AAP, 464, 1081, 2007	23 37 28.69	-05 47 56.6	4800	1.3	-3.43	-3.43		
CS22952-015	I.U.Roederer+,AJ, 147, 136, 2014	23 37 28.69	-05 47 56.6	4500	0.55	-3.68	-3.87	<1.84	-0.65
CS22952-015	M.Spite+,AAP, 455, 291, 2006	23 37 28.69	-05 47 56.6	4800	1.3	-3.43	-3.43		-0.5
CS22952-015	S.Honda+,ApJS, 152, 113, 2004	23 37 28.69	-05 47 56.6						
CS22952-015	S.Honda+,ApJ, 607, 474, 2004	23 37 28.69	-05 47 56.6	4850	1.5	-2.94	-2.93		-0.1
CS22952-015	S.M.Andrievsky+,AAP, 481, 481, 2008	23 37 28.69	-05 47 56.6	4800	1.3	-3.43	-3.43		
CS22953-003	A.McWilliam+,AJ, 109, 2757, 1995	01 02 15.86	-61 43 45.8	4960	1.7	-2.9	-2.64		0.32
CS22953-003	M.Spite+,AAP, 430, 655, 2005	01 02 15.86	-61 43 45.8	5100	2.3	-2.84	-2.84	0.8	0.39
CS22953-003	A.McWilliam+,AJ, 109, 2736, 1995	01 02 15.86	-61 43 45.8						
CS22953-003	S.M.Andrievsky+,AAP, 509, A88, 2010	01 02 15.86	-61 43 45.8	5100	2.3	-2.84	-2.84		
CS22953-003	P.Francois+,AAP, 476, 935, 2007	01 02 15.86	-61 43 45.8	5100	2.3	-3	-2.84		
CS22953-003	S.M.Andrievsky+,AAP, 481, 481, 2008	01 02 15.86	-61 43 45.8	5100	2.3	-2.84	-2.84		
CS22953-003	S.M.Andrievsky+,AAP, 494, 1083, 2009	01 02 15.86	-61 43 45.8	5100	2.3	-2.84	-2.84		
CS22953-003	R.Cayrel+,AAP, 416, 1117, 2004	01 02 15.86	-61 43 45.8	5100	2.3	-2.84	-2.85	0.84	0.42
CS22953-003	I.U.Roederer+,MNRAS, 445, 2970, 2014	01 02 15.86	-61 43 45.8	4860	1.65	-3	-3		
CS22953-003	T.Masseron+,AAP, 509, A93, 2010	01 02 15.86	-61 43 45.8	5000	2	-2.88	-2.93	<1.24	0.4
CS22953-003	M.Spite+,AAP, 541, A143, 2012	01 02 15.86	-61 43 45.8	5100	2.3	-2.84	-2.84		
CS22953-003	K.A.Venn+,AJ, 128, 1177, 2004	01 02 15.86	-61 43 45.8				-2.82		
CS22953-003	S.M.Andrievsky+,AAP, 464, 1081, 2007	01 02 15.86	-61 43 45.8	5100	2.3	-2.84	-2.84		
CS22953-003	M.Spite+,AAP, 455, 291, 2006	01 02 15.86	-61 43 45.8	5100	2.3	-2.84	-2.84		0.41
CS22953-003	I.U.Roederer+,AJ, 147, 136, 2014	01 02 15.86	-61 43 45.8	4860	1.65	-3	-3.13	<1.17	0.23
CS22953-003	M.Spite+,AAP, 528, A9, 2011	01 02 15.86	-61 43 45.8	5100	2.3	-2.84	-2.84		
CS22953-003	F.Spite+,AAP, 611, A30, 2018	01 02 15.87	-61 43 45.83	5100	2.3	-2.8	-2.84		
CS22953-037	S.M.Andrievsky+,AAP, 464, 1081, 2007	01 25 06.65	-59 16 00.7	6360	4.3	-2.89	-2.89		
CS22953-037	P.Bonifacio+,AAP, 462, 851, 2007	01 25 06.65	-59 16 00.7	6364	4.25	-2.89	-2.88		
CS22953-037	I.U.Roederer+,AJ, 147, 136, 2014	01 25 06.65	-59 16 00.7	6150	3.7	-3.05	-3.21	<0.5	1
CS22953-037	P.Bonifacio+,AAP, 501, 519, 2009	01 25 06.65	-59 16 00.7	6364	4.25	-2.89	-2.88		0.48
CS22953-037	M.Spite+,AAP, 541, A143, 2012	01 25 06.65	-59 16 00.7	6360	4.3	-2.89	-2.89		
CS22953-037	S.M.Andrievsky+,AAP, 509, A88, 2010	01 25 06.65	-59 16 00.7	6360	4.3	-2.89	-2.89		
CS22953-037	L.Sbordone+,AAP, 522, A26, 2010	01 25 06.65	-59 16 00.7	6325	4.25	-2.91	-2.91		
CS22953-037	K.A.Venn+,AJ, 128, 1177, 2004	01 25 06.65	-59 16 00.7				-2.94		
CS22953-037	S.M.Andrievsky+,AAP, 481, 481, 2008	01 25 06.65	-59 16 00.7	6360	4.3	-2.89	-2.89		
CS22954-004	I.U.Roederer+,AJ, 147, 136, 2014	02 38 15.27	-05 43 17.2	5810	3.55	-2.78	-3	0.58	0.25
CS22954-015	I.U.Roederer+,AJ, 147, 136, 2014	02 39 21.63	-02 29 37.3	5930	3.75	-1.97	-2.11	0.6	0.16
CS22955-174	I.U.Roederer+,AJ, 147, 136, 2014	20 42 05.04	-23 49 12.7	5520	1.35	-3.1	-3.1	0.63	0.5
CS22955-174	G.W.Preston+,AJ, 132, 85, 2006	20 42 05.04	-23 49 12.7	5650	2.4	-2.5	-2.89		<0.46
CS22956-015	I.U.Roederer+,AJ, 147, 136, 2014	21 50 20.53	-64 49 05.2	5960	3.7	-2.48	-2.81	0.65	0.54
CS22956-021	I.U.Roederer+,AJ, 147, 136, 2014	21 43 24.64	-64 14 45.8	6020	3.7	-2.51	-2.73	<0.6	0.37
CS22956-028	G.W.Preston+,AJ, 120, 1014, 2000	21 44 48.72	-63 22 09.8	6900	3.9	-2.08	-2.08		
CS22956-028	C.Sneden+,ApJ, 592, 504, 2003	21 44 48.72	-63 22 09.8	6900	3.9	-2.08	-2.08	0.68	1.73
CS22956-028	T.Masseron+,AAP, 509, A93, 2010	21 44 48.72	-63 22 09.8	6700	3.5	-2.33	-2.38	<2.49	1.85
CS22956-050	S.M.Andrievsky+,AAP, 494, 1083, 2009	21 58 05.81	-65 13 27.2	4900	1.7	-3.33	-3.33		
CS22956-050	R.Cayrel+,AAP, 416, 1117, 2004	21 58 05.81	-65 13 27.2	4900	1.7	-3.33	-3.32		0.35
CS22956-050	M.Spite+,AAP, 430, 655, 2005	21 58 05.81	-65 13 27.2	4900	1.7	-3.33	-3.33	1.17	0.36
CS22956-050	M.Spite+,AAP, 541, A143, 2012	21 58 05.81	-65 13 27.2	4900	1.7	-3.33	-3.33		
CS22956-050	S.M.Andrievsky+,AAP, 509, A88, 2010	21 58 05.81	-65 13 27.2	4900	1.7	-3.33	-3.33		
CS22956-050	P.Francois+,AAP, 476, 935, 2007	21 58 05.81	-65 13 27.2	4900	1.7	-3.3	-3.33		
CS22956-050	S.M.Andrievsky+,AAP, 464, 1081, 2007	21 58 05.81	-65 13 27.2	4900	1.7	-3.33	-3.33		
CS22956-050	I.U.Roederer+,AJ, 147, 136, 2014	21 58 05.81	-65 13 27.2	4640	1	-3.57	-3.67	<1.32	0.26
CS22956-050	M.Spite+,AAP, 455, 291, 2006	21 58 05.81	-65 13 27.2	4900	1.7	-3.33	-3.33		0.36
CS22956-050	M.Spite+,AAP, 528, A9, 2011	21 58 05.81	-65 13 27.2	4900	1.7	-3.33	-3.33		
CS22956-050	S.M.Andrievsky+,AAP, 481, 481, 2008	21 58 05.81	-65 13 27.2	4900	1.7	-3.33	-3.33		
CS22956-062	I.U.Roederer+,AJ, 147, 136, 2014	22 07 26.21	-66 08 57.4	5540	3.4	-2.76	-2.75	<0.62	0.21
CS22956-081	I.U.Roederer+,AJ, 147, 136, 2014	22 04 11.90	-62 50 52.4	6310	3.8	-2.8	-2.71	0.06	<1.08
CS22956-102	I.U.Roederer+,AJ, 147, 136, 2014	22 16 36.54	-65 19 45.4	6220	3.85	-2.21	-2.39	0.35	2.21
CS22956-106	I.U.Roederer+,AJ, 147, 136, 2014	22 16 50.42	-66 05 05.1	6410	3.9	-2.6	-2.69	-0.04	<1.26
CS22956-110	I.U.Roederer+,AJ, 147, 136, 2014	22 19 43.52	-66 41 21.9	6010	1.85	-3.14	-3.15	0.39	<1.67
CS22956-114	I.U.Roederer+,AJ, 147, 136, 2014	22 26 08.19	-65 33 06.6	4900	1.75	-2.86	-3.19	<1.17	-0.72
CS22957-013	P.S.Barklem+,AAP, 439, 129, 2005	23 55 49.00	-05 22 52.0	4904	1.96	-2.64	-2.64		0.06
CS22957-013	I.U.Roederer+,AJ, 147, 136, 2014	23 55 49.00	-05 22 52.0	4620	0.95	-3.01	-2.98	<1.01	-0.01
CS22957-013	L.Zhang+,AAP, 528, A92, 2011	23 55 49.00	-05 22 52.0				-2.64		0.11
CS22957-013	N.Christlieb+,AAP, 428, 1027, 2004	23 55 49.00	-05 22 52.0			-2.86			
CS22957-019	I.U.Roederer+,AJ, 147, 136, 2014	23 57 31.51	-06 57 05.6	6070	3.75	-2.42	-2.43	0.18	0.35
CS22957-022	I.U.Roederer+,AJ, 147, 136, 2014	00 01 45.50	-05 49 46.6	4860	1.65	-3.17	-3.28	<1.44	0.17
CS22957-022	D.K.Lai+,ApJ, 667, 1185, 2007	00 01 45.50	-05 49 46.6	5075	2.41	-3.02	-2.85		0.26
CS22957-022	D.K.Lai+,ApJ, 681, 1524, 2008	00 01 45.50	-05 49 46.6	5163	2.47	-2.9	-2.93	0.74	0.25
CS22957-022	D.K.Lai+,AJ, 128, 2402, 2004	00 01 45.50	-05 49 46.6	5075	2.41	-3	-3.02		
CS22957-027	I.U.Roederer+,AJ, 147, 136, 2014	23 59 13.10	-03 53 49.0	5220	2.65	-3	-3.19	<1.2	2.61
CS22957-027	W.Aoki+,PASJ, 54, 933, 2002	23 59 13.10	-03 53 49.0	5100	1.9	-3.11	-3.12		2.52
CS22957-027	I.U.Roederer+,ApJ, 784, 158, 2014	23 59 13.10	-03 53 49.0	5220	2.65	-3	-3.19	<1.2	2.61
CS22957-027	W.Aoki+,ApJ, 576, L141, 2002	23 59 13.10	-03 53 49.0	5100	1.9	-3.11	-3.12		2.49
CS22957-027	G.W.Preston+,AJ, 122, 1545, 2001	23 59 13.10	-03 53 49.0	5050	2	-2.96	-2.96		2.32
CS22957-027	A.Arentsen+,AAP, 621, A108, 2019	23 59 13.1	-03 53 48	5220	2.7	-3.19	-3.19		2.63
CS22957-036	I.U.Roederer+,AJ, 147, 136, 2014	00 03 31.35	-04 44 22.5	5970	3.75	-2.09	-2.28	0.49	0.23
CS22958-037	I.U.Roederer+,AJ, 147, 136, 2014	01 58 39.70	-57 03 26.9	5770	2.1	-2.51	-2.51	0.09	<0.33
CS22958-042	I.U.Roederer+,AJ, 147, 136, 2014	02 01 07.43	-57 16 58.8	5760	3.55	-2.99	-3.4		2.56
CS22958-042	J.A.Johnson+,ApJ, 658, 1203, 2007	02 01 07.43	-57 16 58.8	6224	3.86	-2.65	-2.63		2.51
CS22958-042	I.U.Roederer+,ApJ, 784, 158, 2014	02 01 07.43	-57 16 58.8	5760	3.55	-2.99	-3.4		2.56
CS22958-042	T.Sivarani+,AAP, 459, 125, 2006	02 01 07.43	-57 16 58.8	6250	3.5	-2.85	-2.85	1.33	3.12
CS22958-052	I.U.Roederer+,MNRAS, 445, 2970, 2014	02 12 48.22	-56 29 08.3	6090	3.75	-2.42	-2.42		
CS22958-052	I.U.Roederer+,AJ, 147, 136, 2014	02 12 48.22	-56 29 08.3	6090	3.75	-2.42	-2.62	<0.52	0.52
CS22958-065	I.U.Roederer+,AJ, 147, 136, 2014	02 02 53.61	-53 38 40.7	6020	3.75	-2.24	-2.29	0.11	0.38
CS22958-074	I.U.Roederer+,AJ, 147, 136, 2014	02 10 34.19	-53 22 43.1	5800	3.6	-2.62	-2.67	<0.7	0.45
CS22959-074	I.U.Roederer+,AJ, 147, 136, 2014	18 51 47.57	-64 28 00.3	4940	1.9	-2.49	-2.6	<0.73	-0.21
CS22959-139	I.U.Roederer+,AJ, 147, 136, 2014	18 55 53.77	-63 06 17.9	6090	3.75	-2.45	-2.67	0.46	0.41
CS22960-010	P.S.Barklem+,AAP, 439, 129, 2005	22 08 25.30	-44 53 56.0	5737	4.85	-2.65	-2.65		0.78
CS22960-010	I.U.Roederer+,AJ, 147, 136, 2014	22 08 25.30	-44 53 56.0	5280	4	-3.03	-3.02	<1.43	0.61
CS22960-010	L.Zhang+,AAP, 528, A92, 2011	22 08 25.30	-44 53 56.0				-2.65		0.79
CS22960-010	N.Christlieb+,AAP, 428, 1027, 2004	22 08 25.30	-44 53 56.0			-2.15			
CS22960-029	I.U.Roederer+,AJ, 147, 136, 2014	22 11 35.54	-44 25 22.4	5890	3.6	-2.77	-3.05	<0.77	0.45
CS22960-048	I.U.Roederer+,AJ, 147, 136, 2014	22 17 01.57	-45 12 17.0	4770	1.4	-3.78	-3.91	<2.15	0.47
CS22960-064	I.U.Roederer+,AJ, 147, 136, 2014	22 24 00.14	-42 35 16.1	5060	2.2	-2.77	-2.77	<0.93	0.14
CS22960-064	I.U.Roederer+,ApJ, 784, 158, 2014	22 24 00.14	-42 35 16.1	5060	2.2	-2.77	-2.77	<0.93	0.14
CS22963-004	I.U.Roederer+,AJ, 147, 136, 2014	02 56 46.57	-04 51 17.5	5060	2.15	-3.85	-4.09	<2.29	0.51
CS22963-004	D.K.Lai+,ApJ, 667, 1185, 2007	02 56 46.57	-04 51 17.5	5803	3.61	-3.03	-2.86		<0.91
CS22963-004	D.K.Lai+,ApJ, 681, 1524, 2008	02 56 46.57	-04 51 17.5	5659	3.4	-3.5	-3.42	1.13	0.49
CS22963-004	D.K.Lai+,AJ, 128, 2402, 2004	02 56 46.57	-04 51 17.5	5803	3.61	-3	-3.03		
CS22964-115	I.U.Roederer+,AJ, 147, 136, 2014	19 57 28.55	-40 00 03.5	6090	3.7	-2.7	-2.82	0.44	0.48
CS22964-176	I.U.Roederer+,AJ, 147, 136, 2014	20 02 07.13	-40 21 25.9	6000	3.7	-2.46	-2.56	0.23	0.25
CS22964-214	G.W.Preston+,AJ, 120, 1014, 2000	20 05 50.00	-39 27 43.3	6800	4.5	-2.3	-2.3		
CS22964-214	I.U.Roederer+,AJ, 147, 136, 2014	20 05 50.00	-39 27 43.3	6180	3.75	-2.84	-2.95	0.17	0.73
CS22964-214	C.Sneden+,ApJ, 592, 504, 2003	20 05 50.00	-39 27 43.3	6800	4.5	-2.3	-2.3	0.88	<0.99
CS22965-016	I.U.Roederer+,AJ, 147, 136, 2014	21 57 07.92	-04 34 08.4	4770	1.4	-2.93	-3.13	1.04	-0.48
CS22965-016	D.K.Lai+,ApJ, 667, 1185, 2007	21 57 07.92	-04 34 08.4	4904	1.99	-2.59	-2.42		-0.74
CS22965-016	D.K.Lai+,AJ, 128, 2402, 2004	21 57 07.92	-04 34 08.4	4904	1.99	-2.5	-2.59		
CS22965-054	W.Aoki+,ApJ, 698, 1803, 2009	22 06 30.30	-02 32 34.4	6310	3.9	-2.84	-2.89		
CS22965-054	P.Bonifacio+,AAP, 462, 851, 2007	22 06 30.30	-02 32 34.4	6089	3.75	-3.04	-3.03		
CS22965-054	P.Bonifacio+,AAP, 501, 519, 2009	22 06 30.30	-02 32 34.4	6089	3.75	-3.04	-3.03		0.73
CS22965-054	M.Spite+,AAP, 541, A143, 2012	22 06 30.30	-02 32 34.4	6090	3.8	-3.04	-3.04		
CS22965-054	S.M.Andrievsky+,AAP, 509, A88, 2010	22 06 30.30	-02 32 34.4	6090	3.8	-3.04	-3.04		
CS22965-054	S.M.Andrievsky+,AAP, 464, 1081, 2007	22 06 30.30	-02 32 34.4	6090	3.8	-3.04	-3.04		
CS22965-054	I.U.Roederer+,AJ, 147, 136, 2014	22 06 30.30	-02 32 34.4	6050	3.7	-2.89	-3.17	0.7	1.02
CS22965-054	D.K.Lai+,ApJ, 681, 1524, 2008	22 06 30.30	-02 32 34.4	6205	3.73	-3.1	-3.09		<1.16
CS22965-054	M.Spite+,AAP, 528, A9, 2011	22 06 30.30	-02 32 34.4	6090	3.8	-3.04	-3.04		
CS22965-054	L.Sbordone+,AAP, 522, A26, 2010	22 06 30.30	-02 32 34.4	6245	4	-2.9	-2.9		
CS22965-054	S.M.Andrievsky+,AAP, 481, 481, 2008	22 06 30.30	-02 32 34.4	6090	3.8	-3.04	-3.04		
CS22966-057	S.M.Andrievsky+,AAP, 494, 1083, 2009	23 48 57.76	-29 39 22.8	5300	2.2	-2.62	-2.62		
CS22966-057	R.Cayrel+,AAP, 416, 1117, 2004	23 48 57.76	-29 39 22.8	5300	2.2	-2.62	-2.61	1.06	0.14
CS22966-057	M.Spite+,AAP, 430, 655, 2005	23 48 57.76	-29 39 22.8	5300	2.2	-2.62	-2.62	1.04	0.15
CS22966-057	M.Spite+,AAP, 541, A143, 2012	23 48 57.76	-29 39 22.8	5300	2.2	-2.62	-2.62		
CS22966-057	S.M.Andrievsky+,AAP, 509, A88, 2010	23 48 57.76	-29 39 22.8	5300	2.2	-2.62	-2.62		
CS22966-057	P.Francois+,AAP, 476, 935, 2007	23 48 57.76	-29 39 22.8	5300	2.2	-2.6	-2.62		
CS22966-057	S.M.Andrievsky+,AAP, 464, 1081, 2007	23 48 57.76	-29 39 22.8	5300	2.2	-2.62	-2.62		
CS22966-057	M.Spite+,AAP, 455, 291, 2006	23 48 57.76	-29 39 22.8	5300	2.2	-2.62	-2.62		0.15
CS22966-057	M.Spite+,AAP, 528, A9, 2011	23 48 57.76	-29 39 22.8	5300	2.2	-2.62	-2.62		
CS22966-057	F.Spite+,AAP, 611, A30, 2018	23 48 57.75	-29 39 22.82	5300	2.2	-2.6	-2.62		
CS22966-057	S.M.Andrievsky+,AAP, 481, 481, 2008	23 48 57.76	-29 39 22.8	5300	2.2	-2.62	-2.62		
CS22968-014	S.M.Andrievsky+,AAP, 494, 1083, 2009	03 06 29.51	-54 30 32.5	4850	1.7	-3.56	-3.56		
CS22968-014	A.McWilliam+,AJ, 109, 2757, 1995	03 06 29.51	-54 30 32.5	4840	1.8	-3.5	-3.24		0.06
CS22968-014	J.A.Johnson+,ApJ, 658, 1203, 2007	03 06 29.51	-54 30 32.5	4892	1.93	-3.3	-3.28		0.21
CS22968-014	R.Cayrel+,AAP, 416, 1117, 2004	03 06 29.51	-54 30 32.5	4850	1.7	-3.56	-3.57	0.99	0.4
CS22968-014	M.Spite+,AAP, 430, 655, 2005	03 06 29.51	-54 30 32.5	4850	1.7	-3.56	-3.56	0.95	0.34
CS22968-014	A.McWilliam+,AJ, 109, 2736, 1995	03 06 29.51	-54 30 32.5						
CS22968-014	M.Spite+,AAP, 541, A143, 2012	03 06 29.51	-54 30 32.5	4850	1.7	-3.56	-3.56		
CS22968-014	S.M.Andrievsky+,AAP, 509, A88, 2010	03 06 29.51	-54 30 32.5	4850	1.7	-3.56	-3.56		
CS22968-014	K.A.Venn+,AJ, 128, 1177, 2004	03 06 29.51	-54 30 32.5				-3.41		
