# Object	Reference	RA	Decl	Teff	logg	Metallicity	metal	[C/Fe]	[Eu/Fe]	[Ba/Fe]	[Fe/H]
WISEAJ121528.31-345222.0	V.M.Placco+,ApJ, 870, 122, 2019	12 15 28.32	-34 52 22.8	4729	1.52	-2.45	-2.45	-0.11			-2.45
WISEAJ121919.44-383821.8	V.M.Placco+,ApJ, 870, 122, 2019	12 19 19.44	-38 38 20.4	4648	0.87	-2.72	-2.72	-0.02			-2.72
WISEAJ122336.72-373524.0	V.M.Placco+,ApJ, 870, 122, 2019	12 23 36.72	-37 35 24.0	4886	1.4	-1.98	-1.98	0.08			-1.98
WISEAJ122341.74-863411.1	V.M.Placco+,ApJ, 870, 122, 2019	12 23 41.76	-86 34 12.0	5334	2.84	-1.8	-1.8	0.49			-1.8
WISEAJ122734.23-390420.0	V.M.Placco+,ApJ, 870, 122, 2019	12 27 34.32	-39 04 19.2	5221	2.55	-1.54	-1.54	0.54			-1.54
WISEAJ122950.34-304017.2	V.M.Placco+,ApJ, 870, 122, 2019	12 29 50.40	-30 40 15.6	5004	1.95	-2.25	-2.25	0.26			-2.25
WISEAJ123044.46-723618.9	V.M.Placco+,ApJ, 870, 122, 2019	12 30 44.40	-72 36 18.0	5115	1.9	-1.48	-1.48	-0.04			-1.48
WISEAJ123258.46-325442.0	V.M.Placco+,ApJ, 870, 122, 2019	12 32 58.56	-32 54 43.2	4787	0.96	-2.55	-2.55	0.13			-2.55
WISEAJ123608.04-343528.5	V.M.Placco+,ApJ, 870, 122, 2019	12 36 08.16	-34 35 27.6	5005	2	-3.04	-3.04	-0.35			-3.04
WISEAJ123621.80-541831.7	V.M.Placco+,ApJ, 870, 122, 2019	12 36 21.84	-54 18 32.4	4983	0.93	-2.29	-2.29	0.12			-2.29
WISEAJ124700.20-701645.9	V.M.Placco+,ApJ, 870, 122, 2019	12 47 00.24	-70 16 44.4	5062	2	-1.65	-1.65	0.42			-1.65
WISEAJ124828.53-793531.3	V.M.Placco+,ApJ, 870, 122, 2019	12 48 28.56	-79 35 31.2	5481	3.65	-1.7	-1.7	0.67			-1.7
WISEAJ124838.30-555518.4	V.M.Placco+,ApJ, 870, 122, 2019	12 48 38.40	-55 55 19.2	5641	4.17	-0.06	-0.06	-0.14			-0.06
WISEAJ124945.02-264618.5	V.M.Placco+,ApJ, 870, 122, 2019	12 49 45.12	-26 46 19.2	4822	1.57	-2.3	-2.3	-0.01			-2.3
WISEAJ130119.25-454551.8	V.M.Placco+,ApJ, 870, 122, 2019	13 01 19.20	-45 45 50.4	4827	1.08	-2.19	-2.19	0.11			-2.19
WISEAJ130142.57-491545.9	V.M.Placco+,ApJ, 870, 122, 2019	13 01 42.48	-49 15 46.8	6134	3.4	-1.06	-1.06	0.88			-1.06
WISEAJ130144.53-115919.5	V.M.Placco+,ApJ, 870, 122, 2019	13 01 44.64	-11 59 20.4	4769	1.32	-1.76	-1.76	0.07			-1.76
WISEAJ130249.07-460903.1	V.M.Placco+,ApJ, 870, 122, 2019	13 02 48.96	-46 09 03.6	5225	3.54	-1.33	-1.33	0.6			-1.33
WISEAJ130311.91-153813.6	V.M.Placco+,ApJ, 870, 122, 2019	13 03 12.00	-15 38 13.2	4731	1.43	-2.48	-2.48	-0.12			-2.48
WISEAJ130521.37-113722.1	V.M.Placco+,ApJ, 870, 122, 2019	13 05 21.36	-11 37 22.8	4904	1.55	-2.89	-2.89	0.28			-2.89
WISEAJ130651.69-751850.9	V.M.Placco+,ApJ, 870, 122, 2019	13 06 51.60	-75 18 50.4	4953	1.85	-1.96	-1.96	0.7			-1.96
WISEAJ131032.33-125709.2	V.M.Placco+,ApJ, 870, 122, 2019	13 10 32.40	-12 57 10.8	5013	1.61	-2.88	-2.88	0.59			-2.88
WISEAJ131110.83-052449.0	V.M.Placco+,ApJ, 870, 122, 2019	13 11 10.80	-05 24 50.4	5318	2.48	-1.85	-1.85	0.45			-1.85
WISEAJ131122.03-462945.0	V.M.Placco+,ApJ, 870, 122, 2019	13 11 22.08	-46 29 45.6	5542	2.81	-1.85	-1.85	1.11			-1.85
WISEAJ131215.48-073148.9	V.M.Placco+,ApJ, 870, 122, 2019	13 12 15.60	-07 31 48.0	5114	1.94	-2.35	-2.35	0.85			-2.35
WISEAJ131257.52-444239.4	V.M.Placco+,ApJ, 870, 122, 2019	13 12 57.60	-44 42 39.6	4794	1.56	-2.11	-2.11	0.4			-2.11
WISEAJ131420.45-415725.7	V.M.Placco+,ApJ, 870, 122, 2019	13 14 20.40	-41 57 25.2	5049	1.56	-2.04	-2.04	0.35			-2.04
WISEAJ131436.70-691400.7	V.M.Placco+,ApJ, 870, 122, 2019	13 14 36.72	-69 14 02.4	5347	2.99	-1.07	-1.07	0.54			-1.07
WISEAJ131549.29-140429.0	V.M.Placco+,ApJ, 870, 122, 2019	13 15 49.20	-14 04 30.0	4878	1.93	-2.33	-2.33	0.66			-2.33
WISEAJ131609.95-481722.4	V.M.Placco+,ApJ, 870, 122, 2019	13 16 09.84	-48 17 24.0	5312	2.01	-2.17	-2.17	0.4			-2.17
WISEAJ131654.64-445909.9	V.M.Placco+,ApJ, 870, 122, 2019	13 16 54.72	-44 59 09.6	5138	2.36	-1.64	-1.64	1.06			-1.64
WISEAJ131926.28-492902.2	V.M.Placco+,ApJ, 870, 122, 2019	13 19 26.40	-49 29 02.4	5400	2.43	-1.46	-1.46	0.67			-1.46
WISEAJ132439.80-485702.8	V.M.Placco+,ApJ, 870, 122, 2019	13 24 39.84	-48 57 03.6	4717	0.82	-2.96	-2.96	-0.2			-2.96
WISEAJ132454.34-454045.4	V.M.Placco+,ApJ, 870, 122, 2019	13 24 54.24	-45 40 44.4	5221	1.94	-1.79	-1.79	0.37			-1.79
WISEAJ132631.71-471659.6	V.M.Placco+,ApJ, 870, 122, 2019	13 26 31.68	-47 16 58.8	4744	0.62	-2.58	-2.58	-0.06			-2.58
WISEAJ132651.13+004327.3	V.M.Placco+,ApJ, 870, 122, 2019	13 26 51.12	+00 43 26.4	4710	0.61	-2.16	-2.16	0.2			-2.16
WISEAJ132722.65-165145.1	V.M.Placco+,ApJ, 870, 122, 2019	13 27 22.56	-16 51 46.8	5152	2.06	-1.59	-1.59	0.3			-1.59
WISEAJ132736.76-171038.5	V.M.Placco+,ApJ, 870, 122, 2019	13 27 36.72	-17 10 37.2	5223	1.67	-2.55	-2.55	-0.03			-2.55
WISEAJ132809.17-154633.6	V.M.Placco+,ApJ, 870, 122, 2019	13 28 09.12	-15 46 33.6	5109	1.75	-2.9	-2.9	0.65			-2.9
WISEAJ133308.90-465407.9	V.M.Placco+,ApJ, 870, 122, 2019	13 33 08.88	-46 54 07.2	4868	1.52	-3.02	-3.02	0.33			-3.02
WISEAJ133744.40-434140.8	V.M.Placco+,ApJ, 870, 122, 2019	13 37 44.40	-43 41 42.0	4930	1.06	-2.12	-2.12	0.24			-2.12
WISEAJ133751.63-471048.3	V.M.Placco+,ApJ, 870, 122, 2019	13 37 51.60	-47 10 48.0	5089	1.81	-1.69	-1.69	0.33			-1.69
WISEAJ134008.23+050743.0	V.M.Placco+,ApJ, 870, 122, 2019	13 40 08.16	+05 07 44.4	4817	0.86	-2.5	-2.5	0.15			-2.5
WISEAJ134803.05-753818.8	V.M.Placco+,ApJ, 870, 122, 2019	13 48 03.12	-75 38 20.4	5062	1.82	-1.69	-1.69	0.32			-1.69
WISEAJ135115.41-734036.2	V.M.Placco+,ApJ, 870, 122, 2019	13 51 15.36	-73 40 37.2	5053	2.25	-2.77	-2.77	0.79			-2.77
WISEAJ135240.34-724139.9	V.M.Placco+,ApJ, 870, 122, 2019	13 52 40.32	-72 41 38.4	4894	0.9	-2.93	-2.93	1.16			-2.93
WISEAJ135248.35+125421.4	V.M.Placco+,ApJ, 870, 122, 2019	13 52 48.24	+12 54 21.6	4818	0.66	-2.68	-2.68	0			-2.68
WISEAJ135451.29-362016.0	V.M.Placco+,ApJ, 870, 122, 2019	13 54 51.36	-36 20 16.8	4652	0.9	-2.93	-2.93	0.12			-2.93
WISEAJ135921.19-682148.6	V.M.Placco+,ApJ, 870, 122, 2019	13 59 21.12	-68 21 50.4	5303	2.06	-2.19	-2.19	0.86			-2.19
WISEAJ140025.53-655923.6	V.M.Placco+,ApJ, 870, 122, 2019	14 00 25.44	-65 59 24.0	5067	1.73	-2.01	-2.01	0.35			-2.01
WISEAJ140153.46-342727.3	V.M.Placco+,ApJ, 870, 122, 2019	14 01 53.52	-34 27 28.8	5063	1.9	-1.89	-1.89	0.17			-1.89
WISEAJ140219.10-841132.3	V.M.Placco+,ApJ, 870, 122, 2019	14 02 19.20	-84 11 31.2	4981	1.55	-2.61	-2.61	0.02			-2.61
WISEAJ140502.81-331453.1	V.M.Placco+,ApJ, 870, 122, 2019	14 05 02.88	-33 14 52.8	5211	2.34	-2.2	-2.2	0.82			-2.2
WISEAJ140527.70+131418.8	V.M.Placco+,ApJ, 870, 122, 2019	14 05 27.60	+13 14 20.4	5040	4.51	-0.59	-0.59	0.09			-0.59
WISEAJ140702.07+141218.9	V.M.Placco+,ApJ, 870, 122, 2019	14 07 02.16	+14 12 18.0	5075	1.34	-2.42	-2.42	0.07			-2.42
WISEAJ140803.13+110432.0	V.M.Placco+,ApJ, 870, 122, 2019	14 08 03.12	+11 04 33.6	5195	2.12	-2.01	-2.01	0.74			-2.01
WISEAJ140810.97-755608.9	V.M.Placco+,ApJ, 870, 122, 2019	14 08 11.04	-75 56 09.6	4973	1.78	-2.06	-2.06	0.73			-2.06
WISEAJ140825.63-292902.6	V.M.Placco+,ApJ, 870, 122, 2019	14 08 25.68	-29 29 02.4	4765	1.37	-2.5	-2.5	0.08			-2.5
WISEAJ141546.80-223818.0	V.M.Placco+,ApJ, 870, 122, 2019	14 15 46.80	-22 38 16.8	5492	2.27	-2.52	-2.52	0.33			-2.52
WISEAJ141656.85+121559.8	V.M.Placco+,ApJ, 870, 122, 2019	14 16 56.88	+12 16 01.2	5108	2.1	-3	-3	0.77			-3
WISEAJ141734.30-214725.8	V.M.Placco+,ApJ, 870, 122, 2019	14 17 34.32	-21 47 27.6	4927	1.02	-2.13	-2.13	0.07			-2.13
WISEAJ141738.40-264733.4	V.M.Placco+,ApJ, 870, 122, 2019	14 17 38.40	-26 47 34.8	4975	1.39	-1.95	-1.95	0.37			-1.95
WISEAJ141759.95-241546.3	V.M.Placco+,ApJ, 870, 122, 2019	14 18 00.00	-24 15 46.8	4885	1.1	-2.57	-2.57	0.37			-2.57
WISEAJ141822.47-240325.7	V.M.Placco+,ApJ, 870, 122, 2019	14 18 22.56	-24 03 25.2	5541	3.19	-1.67	-1.67	0.64			-1.67
WISEAJ142038.84-842819.9	V.M.Placco+,ApJ, 870, 122, 2019	14 20 38.88	-84 28 19.2	4901	1.78	-1.93	-1.93	0.43			-1.93
WISEAJ142046.66-200010.0	V.M.Placco+,ApJ, 870, 122, 2019	14 20 46.56	-20 00 10.8	4961	1.47	-2.42	-2.42	0.5			-2.42
WISEAJ142149.04-241054.7	V.M.Placco+,ApJ, 870, 122, 2019	14 21 48.96	-24 10 55.2	5044	1.92	-1.98	-1.98	0.3			-1.98
WISEAJ142217.90-461413.8	V.M.Placco+,ApJ, 870, 122, 2019	14 22 18.00	-46 14 13.2	5553	3.23	-2.12	-2.12	0.53			-2.12
WISEAJ142652.15-531330.9	V.M.Placco+,ApJ, 870, 122, 2019	14 26 52.08	-53 13 30.0	5302	2.86	-1.32	-1.32	0.89			-1.32
WISEAJ143440.23-832439.9	V.M.Placco+,ApJ, 870, 122, 2019	14 34 40.32	-83 24 39.6	5058	2.05	-1.82	-1.82	0.66			-1.82
WISEAJ143558.50-071926.5	V.M.Placco+,ApJ, 870, 122, 2019	14 35 58.56	-07 19 26.4	5062	1.61	-2.19	-2.19	0.53			-2.19
WISEAJ143900.31-044013.8	V.M.Placco+,ApJ, 870, 122, 2019	14 39 00.24	-04 40 15.6	4761	1.04	-2.21	-2.21	0.14			-2.21
WISEAJ144357.61-054833.1	V.M.Placco+,ApJ, 870, 122, 2019	14 43 57.60	-05 48 32.4	4850	1.33	-2.69	-2.69	0.64			-2.69
WISEAJ144420.01-455823.3	V.M.Placco+,ApJ, 870, 122, 2019	14 44 19.92	-45 58 22.8	4755	1.08	-2.48	-2.48	-0.19			-2.48
WISEAJ144421.17-033727.0	V.M.Placco+,ApJ, 870, 122, 2019	14 44 21.12	-03 37 26.4	4983	1.74	-2.27	-2.27	0.32			-2.27
WISEAJ144729.28-725052.1	V.M.Placco+,ApJ, 870, 122, 2019	14 47 29.28	-72 50 52.8	5058	2.62	-2.25	-2.25	1.25			-2.25
WISEAJ144747.67-012248.2	V.M.Placco+,ApJ, 870, 122, 2019	14 47 47.76	-01 22 48.0	5034	1.53	-1.77	-1.77	0.34			-1.77
WISEAJ144816.90+122937.9	V.M.Placco+,ApJ, 870, 122, 2019	14 48 16.80	+12 29 38.4	5111	1.76	-2.11	-2.11	0.25			-2.11
WISEAJ145437.92+083037.7	V.M.Placco+,ApJ, 870, 122, 2019	14 54 37.92	+08 30 36.0	5033	1.81	-2.57	-2.57	0.71			-2.57
WISEAJ150113.32-643646.1	V.M.Placco+,ApJ, 870, 122, 2019	15 01 13.44	-64 36 46.8	5577	4.58	-1.75	-1.75	1.06			-1.75
WISEAJ150204.34+113159.4	V.M.Placco+,ApJ, 870, 122, 2019	15 02 04.32	+11 31 58.8	4954	1.81	-2.34	-2.34	0.18			-2.34
WISEAJ150241.48-254938.9	V.M.Placco+,ApJ, 870, 122, 2019	15 02 41.52	-25 49 37.2	4952	1.73	-2.21	-2.21	0.51			-2.21
WISEAJ150257.24+093705.0	V.M.Placco+,ApJ, 870, 122, 2019	15 02 57.12	+09 37 04.8	4721	0.7	-2.31	-2.31	0.7			-2.31
WISEAJ150420.69-235623.6	V.M.Placco+,ApJ, 870, 122, 2019	15 04 20.64	-23 56 24.0	4843	1.6	-1.86	-1.86	0.36			-1.86
WISEAJ150425.56-223148.7	V.M.Placco+,ApJ, 870, 122, 2019	15 04 25.68	-22 31 48.0	5303	2.11	-1.99	-1.99	0.71			-1.99
WISEAJ150519.79+061707.0	V.M.Placco+,ApJ, 870, 122, 2019	15 05 19.68	+06 17 06.0	5167	2.35	-2.9	-2.9	1.19			-2.9
WISEAJ150545.31-210120.0	V.M.Placco+,ApJ, 870, 122, 2019	15 05 45.36	-21 01 19.2	4888	1.15	-2.3	-2.3	0.37			-2.3
WISEAJ150549.76-711450.2	V.M.Placco+,ApJ, 870, 122, 2019	15 05 49.68	-71 14 49.2	5202	2.06	-2.07	-2.07	0.6			-2.07
WISEAJ150600.72-215741.5	V.M.Placco+,ApJ, 870, 122, 2019	15 06 00.72	-21 57 43.2	4817	1.02	-2.51	-2.51	0.18			-2.51
WISEAJ150718.11+041939.5	V.M.Placco+,ApJ, 870, 122, 2019	15 07 18.00	+04 19 40.8	5588	3.8	-1.11	-1.11	0.65			-1.11
WISEAJ150742.91-212511.7	V.M.Placco+,ApJ, 870, 122, 2019	15 07 42.96	-21 25 12.0	4999	1.07	-2.02	-2.02	-0.04			-2.02
WISEAJ150834.68+040253.6	V.M.Placco+,ApJ, 870, 122, 2019	15 08 34.80	+04 02 52.8	4912	4.74	-1.01	-1.01	0.45			-1.01
WISEAJ151359.73-673138.8	V.M.Placco+,ApJ, 870, 122, 2019	15 13 59.76	-67 31 37.2	5214	1.93	-2.04	-2.04	0.33			-2.04
WISEAJ151641.03+395718.2	V.M.Placco+,ApJ, 870, 122, 2019	15 16 41.04	+39 57 18.0	5031	1.52	-2.21	-2.21	-0.26			-2.21
WISEAJ151701.54-512820.7	V.M.Placco+,ApJ, 870, 122, 2019	15 17 01.44	-51 28 19.2	5528	4.76	-0.39	-0.39	0.26			-0.39
WISEAJ152306.67-793007.3	V.M.Placco+,ApJ, 870, 122, 2019	15 23 06.72	-79 30 07.2	4832	1.61	-3.41	-3.41	0.87			-3.41
WISEAJ152414.98-832731.4	V.M.Placco+,ApJ, 870, 122, 2019	15 24 14.88	-83 27 32.4	5142	2.81	-1.14	-1.14	0.61			-1.14
WISEAJ152604.25+460802.8	V.M.Placco+,ApJ, 870, 122, 2019	15 26 04.32	+46 08 02.4	4967	1.84	-2.09	-2.09	0.26			-2.09
WISEAJ153354.12+484401.1	V.M.Placco+,ApJ, 870, 122, 2019	15 33 54.24	+48 44 02.4	5005	1.93	-2.17	-2.17	0.4			-2.17
WISEAJ153604.92+024730.0	V.M.Placco+,ApJ, 870, 122, 2019	15 36 05.04	+02 47 31.2	4986	1.65	-2.67	-2.67	0.48			-2.67
WISEAJ153639.20-652733.3	V.M.Placco+,ApJ, 870, 122, 2019	15 36 39.12	-65 27 32.4	5018	1.22	-2.41	-2.41	0.1			-2.41
WISEAJ153652.87+022546.1	V.M.Placco+,ApJ, 870, 122, 2019	15 36 52.80	+02 25 44.4	4914	1.08	-2.32	-2.32	0.49			-2.32
WISEAJ154354.62-501344.4	V.M.Placco+,ApJ, 870, 122, 2019	15 43 54.72	-50 13 44.4	7050	2.32	-0.14	-0.14	1.37			-0.14
WISEAJ154530.34-443443.4	V.M.Placco+,ApJ, 870, 122, 2019	15 45 30.24	-44 34 44.4	5105	1.97	-1.9	-1.9	0.81			-1.9
WISEAJ154558.52+171611.0	V.M.Placco+,ApJ, 870, 122, 2019	15 45 58.56	+17 16 12.0	4990	1.27	-2.46	-2.46	-0.08			-2.46
WISEAJ154606.59+033431.3	V.M.Placco+,ApJ, 870, 122, 2019	15 46 06.48	+03 34 30.0	4840	0.94	-2.71	-2.71	-0.04			-2.71
WISEAJ154844.01+243958.0	V.M.Placco+,ApJ, 870, 122, 2019	15 48 43.92	+24 39 57.6	4970	1.84	-2.6	-2.6	0.48			-2.6
WISEAJ154917.04+480350.6	V.M.Placco+,ApJ, 870, 122, 2019	15 49 17.04	+48 03 50.4	4980	4.68	-0.5	-0.5	0.42			-0.5
WISEAJ155336.25-425804.5	V.M.Placco+,ApJ, 870, 122, 2019	15 53 36.24	-42 58 04.8	6242	3.71	-0.56	-0.56	0.45			-0.56
WISEAJ155358.31+433328.1	V.M.Placco+,ApJ, 870, 122, 2019	15 53 58.32	+43 33 28.8	4666	1.23	-1.57	-1.57	-0.44			-1.57
WISEAJ155444.21+013200.0	V.M.Placco+,ApJ, 870, 122, 2019	15 54 44.16	+01 31 58.8	5113	1.51	-2.56	-2.56	0.18			-2.56
WISEAJ155541.96+015303.2	V.M.Placco+,ApJ, 870, 122, 2019	15 55 42.00	+01 53 02.4	5278	2.2	-2.61	-2.61	0.13			-2.61
WISEAJ155645.63-290538.1	V.M.Placco+,ApJ, 870, 122, 2019	15 56 45.60	-29 05 38.4	4850	1.02	-2.24	-2.24	0.07			-2.24
WISEAJ155646.70+401832.7	V.M.Placco+,ApJ, 870, 122, 2019	15 56 46.80	+40 18 32.4	4725	1.51	-1.99	-1.99	-0.29			-1.99
WISEAJ155704.96-333100.9	V.M.Placco+,ApJ, 870, 122, 2019	15 57 05.04	-33 31 01.2	5311	2.08	-2.03	-2.03	0.22			-2.03
WISEAJ155713.55-375241.2	V.M.Placco+,ApJ, 870, 122, 2019	15 57 13.44	-37 52 40.8	5505	2.15	-1.46	-1.46	1.19			-1.46
WISEAJ155719.38-513406.1	V.M.Placco+,ApJ, 870, 122, 2019	15 57 19.44	-51 34 04.8	4977	3.26	-0.92	-0.92	1.05			-0.92
WISEAJ155730.10-293922.7	V.M.Placco+,ApJ, 870, 122, 2019	15 57 30.00	-29 39 21.6	4913	1.18	-3.06	-3.06	0.26			-3.06
WISEAJ155934.84+104651.9	V.M.Placco+,ApJ, 870, 122, 2019	15 59 34.80	+10 46 51.6	5344	4.09	-1.15	-1.15	0.8			-1.15
WISEAJ160032.62+394851.2	V.M.Placco+,ApJ, 870, 122, 2019	16 00 32.64	+39 48 50.4	4924	1.84	-1.8	-1.8	0.22			-1.8
WISEAJ160042.36-372751.5	V.M.Placco+,ApJ, 870, 122, 2019	16 00 42.48	-37 27 50.4	6018	3.21	-1.1	-1.1	0.94			-1.1
WISEAJ160112.03+053130.6	V.M.Placco+,ApJ, 870, 122, 2019	16 01 12.00	+05 31 30.0	4699	0.67	-2.54	-2.54	0.09			-2.54
WISEAJ160114.19-002734.9	V.M.Placco+,ApJ, 870, 122, 2019	16 01 14.16	-00 27 36.0	5266	2	-2.02	-2.02	0.88			-2.02
WISEAJ160149.88+402616.8	V.M.Placco+,ApJ, 870, 122, 2019	16 01 49.92	+40 26 16.8	5028	2.09	-2.4	-2.4	0.58			-2.4
WISEAJ160203.45+072203.7	V.M.Placco+,ApJ, 870, 122, 2019	16 02 03.36	+07 22 04.8	4950	1.41	-2.2	-2.2	0.42			-2.2
WISEAJ160320.27-413321.3	V.M.Placco+,ApJ, 870, 122, 2019	16 03 20.16	-41 33 21.6	6431	2.61	-1.6	-1.6	1.91			-1.6
WISEAJ160400.48+130553.1	V.M.Placco+,ApJ, 870, 122, 2019	16 04 00.48	+13 05 52.8	5197	2.48	-2.18	-2.18	0.69			-2.18
WISEAJ160435.26-325708.5	V.M.Placco+,ApJ, 870, 122, 2019	16 04 35.28	-32 57 07.2	5008	1.74	-2.28	-2.28	0.54			-2.28
WISEAJ160505.64-292334.0	V.M.Placco+,ApJ, 870, 122, 2019	16 05 05.76	-29 23 34.8	4925	1.64	-2.05	-2.05	0.52			-2.05
WISEAJ160542.34+043028.0	V.M.Placco+,ApJ, 870, 122, 2019	16 05 42.24	+04 30 28.8	5155	4.67	-0.79	-0.79	0.47			-0.79
WISEAJ160603.07-301421.5	V.M.Placco+,ApJ, 870, 122, 2019	16 06 03.12	-30 14 20.4	4698	1.63	-1.56	-1.56	0.32			-1.56
WISEAJ160611.94-303731.2	V.M.Placco+,ApJ, 870, 122, 2019	16 06 12.00	-30 37 30.0	5642	3.87	-0.8	-0.8	0.52			-0.8
WISEAJ160612.02+474801.9	V.M.Placco+,ApJ, 870, 122, 2019	16 06 12.00	+47 48 03.6	5182	4.73	-0.45	-0.45	0.42			-0.45
WISEAJ160630.04-000408.3	V.M.Placco+,ApJ, 870, 122, 2019	16 06 30.00	-00 04 08.4	5060	2.25	-3.09	-3.09	0.79			-3.09
WISEAJ160701.38-285752.0	V.M.Placco+,ApJ, 870, 122, 2019	16 07 01.44	-28 57 50.4	5361	3.41	-1.03	-1.03	0.83			-1.03
WISEAJ160805.84+400842.7	V.M.Placco+,ApJ, 870, 122, 2019	16 08 05.76	+40 08 42.0	5080	2.33	-2.51	-2.51	0.47			-2.51
WISEAJ160806.79-321559.3	V.M.Placco+,ApJ, 870, 122, 2019	16 08 06.72	-32 15 57.6	4792	0.75	-2.34	-2.34	0.19			-2.34
WISEAJ160852.85-211043.8	V.M.Placco+,ApJ, 870, 122, 2019	16 08 52.80	-21 10 44.4	5597	2.56	-1.74	-1.74	0.85			-1.74
WISEAJ160905.14-175807.9	V.M.Placco+,ApJ, 870, 122, 2019	16 09 05.04	-17 58 08.4	5295	1.8	-2.12	-2.12	-0.02			-2.12
WISEAJ160917.21-313651.9	V.M.Placco+,ApJ, 870, 122, 2019	16 09 17.28	-31 36 50.4	4982	2.15	-1.41	-1.41	0.24			-1.41
WISEAJ161031.06+100305.3	V.M.Placco+,ApJ, 870, 122, 2019	16 10 30.96	+10 03 03.6	5519	2.66	-2.74	-2.74	1.01			-2.74
WISEAJ161117.88-090949.3	V.M.Placco+,ApJ, 870, 122, 2019	16 11 18.00	-09 09 50.4	5596	2.96	-1.45	-1.45	1.06			-1.45
WISEAJ161425.47-004504.6	V.M.Placco+,ApJ, 870, 122, 2019	16 14 25.44	-00 45 03.6	4970	1.22	-2.2	-2.2	0.04			-2.2
WISEAJ161534.00+474208.7	V.M.Placco+,ApJ, 870, 122, 2019	16 15 34.08	+47 42 07.2	4790	1.51	-2.06	-2.06	-0.01			-2.06
WISEAJ161947.15-231742.9	V.M.Placco+,ApJ, 870, 122, 2019	16 19 47.04	-23 17 42.0	5597	2.26	-1.44	-1.44	0.95			-1.44
WISEAJ162401.51+320020.7	V.M.Placco+,ApJ, 870, 122, 2019	16 24 01.44	+32 00 21.6	4922	1.35	-2.02	-2.02	-0.05			-2.02
WISEAJ164739.91+011004.2	V.M.Placco+,ApJ, 870, 122, 2019	16 47 39.84	+01 10 04.8	4986	1.09	-2.29	-2.29	0.52			-2.29
WISEAJ165243.13-671952.2	V.M.Placco+,ApJ, 870, 122, 2019	16 52 43.20	-67 19 51.6	5264	2.03	-3.18	-3.18	0.93			-3.18
WISEAJ165540.99-601647.7	V.M.Placco+,ApJ, 870, 122, 2019	16 55 41.04	-60 16 48.0	4994	0.97	-2.72	-2.72	1.07			-2.72
WISEAJ165633.58+014232.8	V.M.Placco+,ApJ, 870, 122, 2019	16 56 33.60	+01 42 32.4	5074	0.81	-2.27	-2.27	-0.22			-2.27
WISEAJ165852.48-622020.8	V.M.Placco+,ApJ, 870, 122, 2019	16 58 52.56	-62 20 20.4	4910	1.59	-1.62	-1.62	0.47			-1.62
WISEAJ170132.06-550745.7	V.M.Placco+,ApJ, 870, 122, 2019	17 01 32.16	-55 07 44.4	5273	2.34	-2.19	-2.19	0.64			-2.19
WISEAJ170200.64-801220.2	V.M.Placco+,ApJ, 870, 122, 2019	17 02 00.72	-80 12 21.6	4832	0.78	-2.52	-2.52	0.98			-2.52
WISEAJ170247.13-653901.2	V.M.Placco+,ApJ, 870, 122, 2019	17 02 47.04	-65 39 00.0	6605	2.93	-0.89	-0.89	1			-0.89
WISEAJ170425.11-661747.0	V.M.Placco+,ApJ, 870, 122, 2019	17 04 25.20	-66 17 45.6	5002	1.55	-2.21	-2.21	0.07			-2.21
WISEAJ170436.61-621954.8	V.M.Placco+,ApJ, 870, 122, 2019	17 04 36.72	-62 19 55.2	4975	0.92	-2.97	-2.97	0.04			-2.97
WISEAJ170451.90-573305.4	V.M.Placco+,ApJ, 870, 122, 2019	17 04 51.84	-57 33 07.2	4991	1.05	-2.79	-2.79	0.1			-2.79
WISEAJ170501.04-705240.7	V.M.Placco+,ApJ, 870, 122, 2019	17 05 00.96	-70 52 40.8	5254	2.21	-1.75	-1.75	0.43			-1.75
WISEAJ170605.40-670016.2	V.M.Placco+,ApJ, 870, 122, 2019	17 06 05.52	-67 00 18.0	4741	0.87	-2.32	-2.32	-0.1			-2.32
WISEAJ170707.57-781756.2	V.M.Placco+,ApJ, 870, 122, 2019	17 07 07.68	-78 17 56.4	5041	2.1	-2.64	-2.64	0.27			-2.64
WISEAJ170859.25+314716.2	V.M.Placco+,ApJ, 870, 122, 2019	17 08 59.28	+31 47 16.8	5144	2.38	-1.79	-1.79	0.38			-1.79
WISEAJ170944.08-645921.1	V.M.Placco+,ApJ, 870, 122, 2019	17 09 44.16	-64 59 20.4	5201	2	-2.37	-2.37	0.16			-2.37
WISEAJ170949.25-623928.5	V.M.Placco+,ApJ, 870, 122, 2019	17 09 49.20	-62 39 28.8	4676	0.89	-2.66	-2.66	-0.22			-2.66
WISEAJ170957.11+300154.1	V.M.Placco+,ApJ, 870, 122, 2019	17 09 57.12	+30 01 55.2	5412	4.75	-0.4	-0.4	0.18			-0.4
WISEAJ171013.95-514402.0	V.M.Placco+,ApJ, 870, 122, 2019	17 10 13.92	-51 44 02.4	5656	4.26	-0.59	-0.59	0.22			-0.59
WISEAJ171128.49-664539.4	V.M.Placco+,ApJ, 870, 122, 2019	17 11 28.56	-66 45 39.6	5068	1.83	-2.02	-2.02	0.51			-2.02
WISEAJ171242.84-521147.8	V.M.Placco+,ApJ, 870, 122, 2019	17 12 42.96	-52 11 49.2	4724	0.67	-3.19	-3.19	0.18			-3.19
