# object_id,reference,teff,logg,[Fe/H],[C/Fe]_1D,[C/Fe]_3D 
WISEAJ015423.88+535958.5,V.M.Placco+_ApJ_870_122_2019,5636,4.24,-0.84,0.69,0.58
WISEAJ020050.19-465735.2,V.M.Placco+_ApJ_870_122_2019,5406,3.51,-3.25,0.55,0.09
WISEAJ020116.35+562806.2,V.M.Placco+_ApJ_870_122_2019,5392,3.33,-1.03,0.72,0.64
WISEAJ020118.89+443408.2,V.M.Placco+_ApJ_870_122_2019,4549,4.53,-1.45,0.46,0.28
WISEAJ020227.66-592039.4,V.M.Placco+_ApJ_870_122_2019,5304,2.75,-1.93,0.65,0.43
WISEAJ020313.79+531538.1,V.M.Placco+_ApJ_870_122_2019,5165,4.74,-0.79,0.29,0.19
WISEAJ020325.83+444303.8,V.M.Placco+_ApJ_870_122_2019,4609,4.77,-1.80,0.70,0.48
WISEAJ020521.24+664957.9,V.M.Placco+_ApJ_870_122_2019,5444,4.46,-0.33,0.09,0.04
WISEAJ020708.81+531855.1,V.M.Placco+_ApJ_870_122_2019,5465,4.54,-0.49,0.47,0.40
WISEAJ020948.13+550450.5,V.M.Placco+_ApJ_870_122_2019,5300,4.71,-0.28,0.24,0.20
WISEAJ021353.16+660816.6,V.M.Placco+_ApJ_870_122_2019,5227,4.58,-1.00,0.58,0.45
WISEAJ021655.68-510302.0,V.M.Placco+_ApJ_870_122_2019,4799,2.75,-0.54,-0.44,-0.44
WISEAJ021726.62-090045.3,V.M.Placco+_ApJ_870_122_2019,5622,3.25,-2.68,1.06,0.72
WISEAJ022151.61+474350.2,V.M.Placco+_ApJ_870_122_2019,5296,4.71,-1.04,0.61,0.48
WISEAJ022340.61-694745.2,V.M.Placco+_ApJ_870_122_2019,5396,4.26,-0.30,-0.09,-0.13
WISEAJ022714.83+634447.2,V.M.Placco+_ApJ_870_122_2019,5404,4.68,-1.06,0.87,0.74
WISEAJ022912.66-481103.9,V.M.Placco+_ApJ_870_122_2019,5291,4.15,-0.19,-0.20,-0.23
WISEAJ023426.00+413047.3,V.M.Placco+_ApJ_870_122_2019,4613,4.77,-0.85,-0.06,-0.17
WISEAJ023435.99-143044.5,V.M.Placco+_ApJ_870_122_2019,4912,4.49,-1.43,1.08,0.90
WISEAJ023628.42+290831.7,V.M.Placco+_ApJ_870_122_2019,4961,2.75,-0.57,-0.43,-0.44
WISEAJ030012.14+243354.3,V.M.Placco+_ApJ_870_122_2019,4967,4.79,-1.22,0.56,0.41
WISEAJ030023.70-544930.6,V.M.Placco+_ApJ_870_122_2019,5474,3.10,-2.36,0.70,0.41
WISEAJ030026.23+451924.3,V.M.Placco+_ApJ_870_122_2019,5021,4.81,-0.40,-0.04,-0.09
WISEAJ030043.47+271103.4,V.M.Placco+_ApJ_870_122_2019,5336,3.29,-2.88,0.67,0.30
WISEAJ030049.27-333550.1,V.M.Placco+_ApJ_870_122_2019,5575,4.13,-1.32,0.77,0.61
WISEAJ030054.29+492900.5,V.M.Placco+_ApJ_870_122_2019,5251,3.29,-1.78,0.90,0.70
WISEAJ030056.15+562046.4,V.M.Placco+_ApJ_870_122_2019,6051,3.21,-1.35,1.29,1.16
WISEAJ030144.89+182148.7,V.M.Placco+_ApJ_870_122_2019,4921,4.85,-1.00,0.45,0.32
WISEAJ030224.06-333126.9,V.M.Placco+_ApJ_870_122_2019,4525,4.51,-1.77,0.71,0.49
WISEAJ030314.87-591931.2,V.M.Placco+_ApJ_870_122_2019,5119,3.97,-0.85,0.49,0.38
WISEAJ030328.56+151650.6,V.M.Placco+_ApJ_870_122_2019,5450,3.28,-2.27,0.49,0.22
WISEAJ030349.48-394907.2,V.M.Placco+_ApJ_870_122_2019,5084,4.58,-0.71,0.65,0.56
WISEAJ030400.59+273824.6,V.M.Placco+_ApJ_870_122_2019,5074,4.63,-0.82,0.50,0.40
WISEAJ030420.42+294840.2,V.M.Placco+_ApJ_870_122_2019,5302,2.92,-0.30,-0.29,-0.26
WISEAJ030446.60+483710.9,V.M.Placco+_ApJ_870_122_2019,5805,4.07,-1.23,0.68,0.53
WISEAJ030523.26+284349.2,V.M.Placco+_ApJ_870_122_2019,4857,4.74,-1.39,0.76,0.59
WISEAJ030604.81-001529.3,V.M.Placco+_ApJ_870_122_2019,5263,3.82,-1.14,0.66,0.52
WISEAJ030726.04-271741.3,V.M.Placco+_ApJ_870_122_2019,5146,4.71,-0.14,-0.04,-0.06
WISEAJ031017.10+485637.5,V.M.Placco+_ApJ_870_122_2019,5348,4.01,-0.85,0.45,0.34
WISEAJ031332.64+063731.9,V.M.Placco+_ApJ_870_122_2019,5497,4.60,-1.37,0.94,0.77
WISEAJ031409.77+114351.2,V.M.Placco+_ApJ_870_122_2019,5384,4.84,-0.93,0.49,0.37
WISEAJ031629.38+484317.1,V.M.Placco+_ApJ_870_122_2019,5406,4.67,-0.77,0.58,0.48
WISEAJ031708.47-644205.2,V.M.Placco+_ApJ_870_122_2019,5270,4.06,-1.64,1.05,0.85
WISEAJ031939.18-075509.8,V.M.Placco+_ApJ_870_122_2019,5570,3.90,-1.54,1.11,0.92
WISEAJ031943.94+484512.9,V.M.Placco+_ApJ_870_122_2019,7863,4.72,-1.04,2.65,2.52
WISEAJ032242.56-815702.4,V.M.Placco+_ApJ_870_122_2019,4788,4.08,-1.60,1.04,0.84
WISEAJ032358.56-182241.5,V.M.Placco+_ApJ_870_122_2019,4854,2.86,-1.16,0.62,0.52
WISEAJ032531.73+013057.5,V.M.Placco+_ApJ_870_122_2019,4659,2.74,-0.73,0.05,0.02
WISEAJ032718.04-460138.5,V.M.Placco+_ApJ_870_122_2019,4706,4.01,-0.27,-0.73,-0.77
WISEAJ040005.57-242334.4,V.M.Placco+_ApJ_870_122_2019,4799,3.98,-2.69,1.77,1.44
WISEAJ040013.39+032405.6,V.M.Placco+_ApJ_870_122_2019,4759,2.83,-0.29,-0.60,-0.57
WISEAJ040038.99-482220.6,V.M.Placco+_ApJ_870_122_2019,4626,4.74,-1.54,0.82,0.63
WISEAJ040043.10-523822.1,V.M.Placco+_ApJ_870_122_2019,4683,4.86,-0.59,0.21,0.13
WISEAJ040046.71-142910.6,V.M.Placco+_ApJ_870_122_2019,5430,4.03,-0.90,0.60,0.49
WISEAJ040056.39-463720.1,V.M.Placco+_ApJ_870_122_2019,5034,4.83,-0.98,0.24,0.12
WISEAJ040118.74+004217.1,V.M.Placco+_ApJ_870_122_2019,4982,2.85,-1.34,0.83,0.70
WISEAJ040147.37-222856.0,V.M.Placco+_ApJ_870_122_2019,5033,4.45,-0.69,0.75,0.66
WISEAJ040153.18+082205.6,V.M.Placco+_ApJ_870_122_2019,5449,4.12,-1.15,0.53,0.39
WISEAJ040328.44+833947.3,V.M.Placco+_ApJ_870_122_2019,5664,4.12,-1.45,1.05,0.87
WISEAJ040504.34-395810.3,V.M.Placco+_ApJ_870_122_2019,5050,3.21,-0.26,-0.21,-0.17
WISEAJ040717.65-480655.2,V.M.Placco+_ApJ_870_122_2019,4559,4.02,-1.74,0.87,0.65
WISEAJ041257.03-323416.7,V.M.Placco+_ApJ_870_122_2019,5011,4.56,-0.37,0.09,0.04
WISEAJ041303.43-021656.0,V.M.Placco+_ApJ_870_122_2019,4932,4.50,-0.81,0.42,0.32
WISEAJ042548.21-493058.7,V.M.Placco+_ApJ_870_122_2019,4996,4.07,-1.32,0.72,0.56
WISEAJ043151.96+673037.7,V.M.Placco+_ApJ_870_122_2019,5564,4.60,-0.88,0.86,0.75
WISEAJ044249.06+182159.8,V.M.Placco+_ApJ_870_122_2019,5396,4.18,-1.07,0.70,0.57
WISEAJ044336.26+393610.6,V.M.Placco+_ApJ_870_122_2019,6078,3.24,-1.18,1.15,1.05
WISEAJ044957.61+301735.9,V.M.Placco+_ApJ_870_122_2019,5689,3.74,-0.90,1.07,0.96
WISEAJ045440.49+535220.1,V.M.Placco+_ApJ_870_122_2019,4764,2.96,-0.72,0.19,0.16
WISEAJ045538.58+412024.4,V.M.Placco+_ApJ_870_122_2019,6587,4.12,-0.65,1.32,1.24
WISEAJ045755.02+294637.2,V.M.Placco+_ApJ_870_122_2019,5650,4.19,-0.81,0.63,0.53
WISEAJ050003.62-313627.0,V.M.Placco+_ApJ_870_122_2019,5830,4.07,-0.42,0.57,0.51
WISEAJ050006.82+191023.7,V.M.Placco+_ApJ_870_122_2019,5905,3.64,-1.03,0.98,0.90
WISEAJ050007.08+322924.6,V.M.Placco+_ApJ_870_122_2019,7195,3.96,-1.60,0.22,0.02
WISEAJ050011.67+182426.6,V.M.Placco+_ApJ_870_122_2019,5637,3.65,-1.14,0.65,0.55
WISEAJ050014.12+171735.0,V.M.Placco+_ApJ_870_122_2019,6415,3.58,-1.00,1.25,1.12
WISEAJ050018.09-373529.0,V.M.Placco+_ApJ_870_122_2019,5497,3.25,-1.88,0.59,0.38
WISEAJ050025.72+234931.6,V.M.Placco+_ApJ_870_122_2019,5456,4.14,-0.99,0.31,0.18
WISEAJ050033.71+620917.4,V.M.Placco+_ApJ_870_122_2019,4938,4.25,-0.30,-0.27,-0.31
WISEAJ050040.91+431140.2,V.M.Placco+_ApJ_870_122_2019,5158,3.37,-1.26,0.53,0.41
WISEAJ050114.04+232826.0,V.M.Placco+_ApJ_870_122_2019,5030,4.90,-0.83,0.35,0.24
WISEAJ050136.93+123500.7,V.M.Placco+_ApJ_870_122_2019,5534,4.57,-0.90,0.83,0.72
WISEAJ050139.95-575226.4,V.M.Placco+_ApJ_870_122_2019,5754,4.46,-1.22,0.86,0.71
WISEAJ050146.92+030030.6,V.M.Placco+_ApJ_870_122_2019,4708,4.48,-1.57,0.92,0.73
WISEAJ050157.22+135917.8,V.M.Placco+_ApJ_870_122_2019,6436,3.10,-1.16,1.55,1.45
WISEAJ050206.42-423426.9,V.M.Placco+_ApJ_870_122_2019,4702,4.53,-1.42,0.72,0.54
WISEAJ050221.47-373912.0,V.M.Placco+_ApJ_870_122_2019,5185,4.66,-0.45,0.42,0.36
WISEAJ050344.09+285348.5,V.M.Placco+_ApJ_870_122_2019,4969,3.10,-0.34,-0.28,-0.25
WISEAJ050407.91+030315.2,V.M.Placco+_ApJ_870_122_2019,5280,4.47,-0.20,-0.03,-0.06
WISEAJ050438.32+261021.5,V.M.Placco+_ApJ_870_122_2019,5786,3.59,-0.75,0.54,0.50
WISEAJ050455.12-032558.5,V.M.Placco+_ApJ_870_122_2019,4519,2.72,-0.45,-0.42,-0.41
WISEAJ050620.04-443348.0,V.M.Placco+_ApJ_870_122_2019,5071,4.60,-1.27,0.94,0.78
WISEAJ050633.41+451100.4,V.M.Placco+_ApJ_870_122_2019,5418,4.79,-0.29,0.21,0.17
WISEAJ050654.15+195247.3,V.M.Placco+_ApJ_870_122_2019,5610,3.93,-0.93,0.65,0.53
WISEAJ050757.68-034234.7,V.M.Placco+_ApJ_870_122_2019,5167,4.30,-0.96,0.70,0.58
WISEAJ050828.08+362413.2,V.M.Placco+_ApJ_870_122_2019,6288,3.26,-1.24,1.26,1.15
WISEAJ051546.66-114903.3,V.M.Placco+_ApJ_870_122_2019,5018,2.82,-0.72,0.46,0.43
WISEAJ060015.01+514801.1,V.M.Placco+_ApJ_870_122_2019,5343,4.52,-0.88,0.56,0.45
WISEAJ060018.03-044625.9,V.M.Placco+_ApJ_870_122_2019,5231,3.95,-1.31,0.92,0.76
WISEAJ060033.15+761621.9,V.M.Placco+_ApJ_870_122_2019,4852,4.82,-0.64,0.31,0.23
WISEAJ060046.25-170703.6,V.M.Placco+_ApJ_870_122_2019,5323,4.75,-0.33,0.77,0.72
WISEAJ060049.11+804335.1,V.M.Placco+_ApJ_870_122_2019,5769,3.82,-0.95,0.60,0.48
WISEAJ060054.39-312856.1,V.M.Placco+_ApJ_870_122_2019,4831,4.14,-0.65,-0.06,-0.14
WISEAJ060059.76-242318.2,V.M.Placco+_ApJ_870_122_2019,5375,4.48,-0.53,0.51,0.44
WISEAJ060100.29-401041.2,V.M.Placco+_ApJ_870_122_2019,4654,4.97,-0.14,-0.58,-0.60
WISEAJ060109.15+483547.3,V.M.Placco+_ApJ_870_122_2019,5125,4.63,-0.61,0.33,0.25
WISEAJ060121.95-251240.2,V.M.Placco+_ApJ_870_122_2019,5481,4.40,-0.55,0.50,0.43
WISEAJ060149.33-211308.3,V.M.Placco+_ApJ_870_122_2019,5033,4.43,-0.73,0.54,0.45
WISEAJ060212.75-693435.0,V.M.Placco+_ApJ_870_122_2019,5434,4.52,-0.14,-0.09,-0.11
WISEAJ060444.91+671902.8,V.M.Placco+_ApJ_870_122_2019,5277,3.65,-1.13,0.62,0.52
WISEAJ060448.67+775242.9,V.M.Placco+_ApJ_870_122_2019,4914,4.65,-0.85,0.35,0.24
WISEAJ061449.28-592532.0,V.M.Placco+_ApJ_870_122_2019,5330,3.66,-0.23,-0.37,-0.33
WISEAJ063554.80-735948.6,V.M.Placco+_ApJ_870_122_2019,4790,3.84,-0.17,-0.49,-0.44
WISEAJ063742.02-192831.7,V.M.Placco+_ApJ_870_122_2019,6341,3.63,-0.99,0.46,0.33
WISEAJ064515.73-724858.7,V.M.Placco+_ApJ_870_122_2019,5372,4.12,-1.21,0.93,0.78
WISEAJ064625.23-491348.9,V.M.Placco+_ApJ_870_122_2019,4610,3.59,-0.88,0.21,0.15
WISEAJ065142.66+074434.4,V.M.Placco+_ApJ_870_122_2019,5282,3.17,-1.21,0.68,0.57
WISEAJ065410.85+295500.6,V.M.Placco+_ApJ_870_122_2019,4712,2.88,-0.76,-0.06,-0.10
WISEAJ065518.98+080652.7,V.M.Placco+_ApJ_870_122_2019,5801,4.01,-1.28,1.11,0.95
WISEAJ065858.04-495043.2,V.M.Placco+_ApJ_870_122_2019,4990,4.30,-0.65,0.36,0.28
WISEAJ070000.72-022716.0,V.M.Placco+_ApJ_870_122_2019,7949,4.67,-0.08,1.70,1.68
WISEAJ070006.56-502853.6,V.M.Placco+_ApJ_870_122_2019,5753,4.47,-1.14,0.96,0.82
WISEAJ070007.29-104258.1,V.M.Placco+_ApJ_870_122_2019,5539,4.57,-0.30,0.31,0.27
WISEAJ070010.21+703930.2,V.M.Placco+_ApJ_870_122_2019,5277,4.37,-0.56,0.40,0.33
WISEAJ070029.29-251339.2,V.M.Placco+_ApJ_870_122_2019,7276,4.25,-0.29,1.01,0.97
WISEAJ070034.17-374041.4,V.M.Placco+_ApJ_870_122_2019,4626,4.08,-0.36,-0.54,-0.59
WISEAJ070040.71-293348.0,V.M.Placco+_ApJ_870_122_2019,4944,4.66,-1.36,0.71,0.54
WISEAJ070044.36-251352.0,V.M.Placco+_ApJ_870_122_2019,5605,3.63,-0.89,0.86,0.80
WISEAJ070051.60+302130.1,V.M.Placco+_ApJ_870_122_2019,5103,4.76,-0.54,0.26,0.19
WISEAJ070054.17+321141.9,V.M.Placco+_ApJ_870_122_2019,5302,4.18,-0.89,0.46,0.35
WISEAJ070149.11+231847.4,V.M.Placco+_ApJ_870_122_2019,4713,4.22,-1.52,0.90,0.71
WISEAJ070149.66+110421.3,V.M.Placco+_ApJ_870_122_2019,4986,3.75,-0.42,0.29,0.30
WISEAJ070217.40-714102.5,V.M.Placco+_ApJ_870_122_2019,4976,4.24,-0.23,-0.08,-0.11
WISEAJ070257.64-311605.8,V.M.Placco+_ApJ_870_122_2019,5129,2.96,-0.08,-0.44,-0.37
WISEAJ071057.39-601726.5,V.M.Placco+_ApJ_870_122_2019,5179,4.68,-0.38,0.27,0.22
WISEAJ080017.41+730651.2,V.M.Placco+_ApJ_870_122_2019,4931,4.47,-0.65,0.02,-0.06
WISEAJ080017.67+311433.5,V.M.Placco+_ApJ_870_122_2019,4770,4.66,-0.77,0.22,0.12
WISEAJ080027.45-462019.0,V.M.Placco+_ApJ_870_122_2019,4851,2.92,-0.12,-0.28,-0.22
WISEAJ080035.85-481106.5,V.M.Placco+_ApJ_870_122_2019,5554,3.77,-1.02,0.58,0.45
WISEAJ080059.18+641144.4,V.M.Placco+_ApJ_870_122_2019,5355,4.75,-0.64,0.38,0.30
WISEAJ080102.08-310123.0,V.M.Placco+_ApJ_870_122_2019,5346,4.04,-0.69,0.21,0.12
WISEAJ080115.75+641012.5,V.M.Placco+_ApJ_870_122_2019,5447,3.79,-0.83,0.41,0.30
WISEAJ080123.59-451222.7,V.M.Placco+_ApJ_870_122_2019,5206,4.12,-1.40,1.00,0.83
WISEAJ080123.61-641821.0,V.M.Placco+_ApJ_870_122_2019,5740,3.83,-1.09,0.68,0.54
WISEAJ080124.55+414731.4,V.M.Placco+_ApJ_870_122_2019,5487,3.76,-1.04,0.54,0.41
WISEAJ080130.75-440753.6,V.M.Placco+_ApJ_870_122_2019,6099,4.22,-0.25,0.29,0.25
WISEAJ080155.45-485844.6,V.M.Placco+_ApJ_870_122_2019,4944,2.85,-0.20,-0.38,-0.33
WISEAJ080227.02+255154.6,V.M.Placco+_ApJ_870_122_2019,5417,3.06,-2.25,0.57,0.30
WISEAJ080229.07-623738.7,V.M.Placco+_ApJ_870_122_2019,4728,2.77,-0.07,-0.69,-0.62
WISEAJ080342.64-484528.9,V.M.Placco+_ApJ_870_122_2019,6182,4.05,-0.39,0.40,0.35
WISEAJ080420.80-444742.6,V.M.Placco+_ApJ_870_122_2019,5513,4.71,-1.26,0.92,0.76
WISEAJ080432.69-452548.9,V.M.Placco+_ApJ_870_122_2019,5196,2.94,-0.77,0.21,0.17
WISEAJ080438.61-693716.4,V.M.Placco+_ApJ_870_122_2019,5104,3.37,-0.93,0.52,0.45
WISEAJ080500.55-405258.0,V.M.Placco+_ApJ_870_122_2019,5206,4.68,-0.88,0.65,0.54
WISEAJ080526.19-775555.1,V.M.Placco+_ApJ_870_122_2019,5388,3.68,-0.79,0.40,0.36
WISEAJ080611.30-482906.6,V.M.Placco+_ApJ_870_122_2019,5926,3.29,-0.75,0.79,0.75
WISEAJ080611.46-222544.3,V.M.Placco+_ApJ_870_122_2019,5533,2.87,-0.95,0.61,0.54
WISEAJ084007.53-602047.7,V.M.Placco+_ApJ_870_122_2019,5091,3.26,-0.41,0.51,0.53
WISEAJ084731.54-744813.5,V.M.Placco+_ApJ_870_122_2019,5901,3.76,-1.11,0.65,0.51
WISEAJ090005.31+003218.6,V.M.Placco+_ApJ_870_122_2019,4656,2.85,-0.50,-0.27,-0.27
WISEAJ090009.06-693656.3,V.M.Placco+_ApJ_870_122_2019,6136,3.85,-1.08,1.01,0.87
WISEAJ090041.50-650103.4,V.M.Placco+_ApJ_870_122_2019,4872,3.19,-0.09,-0.24,-0.18
WISEAJ090117.59-813509.6,V.M.Placco+_ApJ_870_122_2019,4854,4.80,-1.04,0.36,0.23
WISEAJ090142.95-650831.8,V.M.Placco+_ApJ_870_122_2019,5591,4.20,-0.87,0.69,0.58
WISEAJ090205.89-462245.2,V.M.Placco+_ApJ_870_122_2019,4997,3.13,-0.29,-0.18,-0.15
WISEAJ090220.14-115804.8,V.M.Placco+_ApJ_870_122_2019,5441,2.93,-2.56,1.96,1.64
WISEAJ090247.48-061616.2,V.M.Placco+_ApJ_870_122_2019,5362,4.35,-0.39,0.22,0.17
WISEAJ090340.30-761021.0,V.M.Placco+_ApJ_870_122_2019,5672,4.18,-1.09,0.79,0.65
WISEAJ090453.77-074314.5,V.M.Placco+_ApJ_870_122_2019,5827,4.30,-0.39,0.20,0.15
WISEAJ100020.81-675526.6,V.M.Placco+_ApJ_870_122_2019,5145,4.69,-0.13,0.04,0.02
WISEAJ100059.64-462653.7,V.M.Placco+_ApJ_870_122_2019,4894,4.68,-0.54,0.12,0.05
WISEAJ100147.65-760147.2,V.M.Placco+_ApJ_870_122_2019,5265,4.06,-0.84,0.85,0.74
WISEAJ100322.52-601605.5,V.M.Placco+_ApJ_870_122_2019,6486,4.01,-1.00,1.13,1.00
WISEAJ100359.67-705850.3,V.M.Placco+_ApJ_870_122_2019,5082,2.74,-0.09,-0.98,-0.92
WISEAJ100440.96-745338.4,V.M.Placco+_ApJ_870_122_2019,5729,3.82,-0.89,0.89,0.78
WISEAJ100507.95-311653.6,V.M.Placco+_ApJ_870_122_2019,5244,4.46,-1.17,0.93,0.78
WISEAJ101322.06-651437.5,V.M.Placco+_ApJ_870_122_2019,7929,4.71,-0.28,1.35,1.31
WISEAJ101618.80-594043.8,V.M.Placco+_ApJ_870_122_2019,5154,3.49,-0.47,-0.23,-0.22
WISEAJ101633.96-522411.4,V.M.Placco+_ApJ_870_122_2019,7571,4.05,-3.38,0.01,-0.44
WISEAJ101659.15-780016.2,V.M.Placco+_ApJ_870_122_2019,6211,4.44,-0.03,0.69,0.68
WISEAJ102023.80-643713.9,V.M.Placco+_ApJ_870_122_2019,5310,3.99,-0.37,-0.22,-0.27
WISEAJ102657.75-520324.1,V.M.Placco+_ApJ_870_122_2019,5785,3.53,-0.96,0.68,0.61
WISEAJ102811.47-611621.4,V.M.Placco+_ApJ_870_122_2019,7633,3.31,-0.25,2.06,2.10
WISEAJ105042.42-151203.9,V.M.Placco+_ApJ_870_122_2019,5616,3.62,-0.71,0.42,0.39
WISEAJ105214.25-545448.2,V.M.Placco+_ApJ_870_122_2019,5245,3.44,-0.93,0.16,0.09
WISEAJ105652.04-240814.1,V.M.Placco+_ApJ_870_122_2019,5157,3.21,-1.20,0.69,0.58
WISEAJ110211.04-132930.3,V.M.Placco+_ApJ_870_122_2019,5452,2.88,-1.69,0.74,0.56
WISEAJ110911.03-540054.4,V.M.Placco+_ApJ_870_122_2019,5609,4.66,-1.65,0.99,0.79
WISEAJ111223.72-104216.2,V.M.Placco+_ApJ_870_122_2019,4954,4.34,-0.43,0.06,0.00
WISEAJ112605.95-735240.8,V.M.Placco+_ApJ_870_122_2019,5216,2.96,-0.44,0.02,0.03
WISEAJ112643.72-752547.3,V.M.Placco+_ApJ_870_122_2019,5286,3.55,-1.18,0.43,0.33
WISEAJ112651.51-484717.2,V.M.Placco+_ApJ_870_122_2019,5204,3.33,-0.74,0.51,0.47
WISEAJ113742.81-350447.8,V.M.Placco+_ApJ_870_122_2019,5476,4.30,-0.57,0.27,0.19
WISEAJ114029.00-810656.7,V.M.Placco+_ApJ_870_122_2019,5576,3.93,-0.60,0.66,0.58
WISEAJ120501.60-703745.6,V.M.Placco+_ApJ_870_122_2019,5394,4.52,-0.23,0.50,0.47
WISEAJ120519.48-383149.8,V.M.Placco+_ApJ_870_122_2019,5029,4.04,-0.57,-0.10,-0.18
WISEAJ120631.49-354613.7,V.M.Placco+_ApJ_870_122_2019,4776,3.42,-1.17,0.60,0.50
WISEAJ120922.36-510632.3,V.M.Placco+_ApJ_870_122_2019,5535,4.35,-0.62,0.45,0.37
WISEAJ121235.64-374508.6,V.M.Placco+_ApJ_870_122_2019,5516,4.30,-0.57,0.55,0.47
WISEAJ121312.34-533003.6,V.M.Placco+_ApJ_870_122_2019,4756,4.77,-0.52,-0.13,-0.20
WISEAJ122341.74-863411.1,V.M.Placco+_ApJ_870_122_2019,5334,2.84,-1.80,0.49,0.29
WISEAJ124828.53-793531.3,V.M.Placco+_ApJ_870_122_2019,5481,3.65,-1.70,0.67,0.49
WISEAJ124838.30-555518.4,V.M.Placco+_ApJ_870_122_2019,5641,4.17,-0.06,-0.14,-0.15
WISEAJ130142.57-491545.9,V.M.Placco+_ApJ_870_122_2019,6134,3.40,-1.06,0.88,0.79
WISEAJ130249.07-460903.1,V.M.Placco+_ApJ_870_122_2019,5225,3.54,-1.33,0.60,0.47
WISEAJ131122.03-462945.0,V.M.Placco+_ApJ_870_122_2019,5542,2.81,-1.85,1.11,0.90
WISEAJ131436.70-691400.7,V.M.Placco+_ApJ_870_122_2019,5347,2.99,-1.07,0.54,0.45
WISEAJ140527.70+131418.8,V.M.Placco+_ApJ_870_122_2019,5040,4.51,-0.59,0.09,0.01
WISEAJ141822.47-240325.7,V.M.Placco+_ApJ_870_122_2019,5541,3.19,-1.67,0.64,0.46
WISEAJ142217.90-461413.8,V.M.Placco+_ApJ_870_122_2019,5553,3.23,-2.12,0.53,0.28
WISEAJ142652.15-531330.9,V.M.Placco+_ApJ_870_122_2019,5302,2.86,-1.32,0.89,0.76
WISEAJ150113.32-643646.1,V.M.Placco+_ApJ_870_122_2019,5577,4.58,-1.75,1.06,0.84
WISEAJ150718.11+041939.5,V.M.Placco+_ApJ_870_122_2019,5588,3.80,-1.11,0.65,0.51
WISEAJ150834.68+040253.6,V.M.Placco+_ApJ_870_122_2019,4912,4.74,-1.01,0.45,0.32
WISEAJ151701.54-512820.7,V.M.Placco+_ApJ_870_122_2019,5528,4.76,-0.39,0.26,0.21
WISEAJ152414.98-832731.4,V.M.Placco+_ApJ_870_122_2019,5142,2.81,-1.14,0.61,0.51
WISEAJ154917.04+480350.6,V.M.Placco+_ApJ_870_122_2019,4980,4.68,-0.50,0.42,0.35
WISEAJ155336.25-425804.5,V.M.Placco+_ApJ_870_122_2019,6242,3.71,-0.56,0.45,0.38
WISEAJ155719.38-513406.1,V.M.Placco+_ApJ_870_122_2019,4977,3.26,-0.92,1.05,0.99
WISEAJ155934.84+104651.9,V.M.Placco+_ApJ_870_122_2019,5344,4.09,-1.15,0.80,0.66
WISEAJ160042.36-372751.5,V.M.Placco+_ApJ_870_122_2019,6018,3.21,-1.10,0.94,0.85
WISEAJ160542.34+043028.0,V.M.Placco+_ApJ_870_122_2019,5155,4.67,-0.79,0.47,0.37
WISEAJ160611.94-303731.2,V.M.Placco+_ApJ_870_122_2019,5642,3.87,-0.80,0.52,0.42
WISEAJ160612.02+474801.9,V.M.Placco+_ApJ_870_122_2019,5182,4.73,-0.45,0.42,0.36
WISEAJ160701.38-285752.0,V.M.Placco+_ApJ_870_122_2019,5361,3.41,-1.03,0.83,0.75
WISEAJ161117.88-090949.3,V.M.Placco+_ApJ_870_122_2019,5596,2.96,-1.45,1.06,0.91
WISEAJ170247.13-653901.2,V.M.Placco+_ApJ_870_122_2019,6605,2.93,-0.89,1.00,0.94
WISEAJ170957.11+300154.1,V.M.Placco+_ApJ_870_122_2019,5412,4.75,-0.40,0.18,0.13
WISEAJ171013.95-514402.0,V.M.Placco+_ApJ_870_122_2019,5656,4.26,-0.59,0.22,0.14
WISEAJ171434.73-513358.4,V.M.Placco+_ApJ_870_122_2019,4632,4.33,-1.07,-0.18,-0.31
WISEAJ171543.69-681520.2,V.M.Placco+_ApJ_870_122_2019,5998,3.64,-1.26,0.91,0.79
WISEAJ171745.48-682234.8,V.M.Placco+_ApJ_870_122_2019,5602,3.32,-2.43,1.05,0.75
WISEAJ171842.53-645654.1,V.M.Placco+_ApJ_870_122_2019,5937,4.24,-0.49,0.40,0.33
WISEAJ172058.28+353230.1,V.M.Placco+_ApJ_870_122_2019,5133,4.67,-0.36,0.22,0.17
WISEAJ172108.58-705640.0,V.M.Placco+_ApJ_870_122_2019,5214,4.69,-0.79,0.69,0.59
WISEAJ172137.74-614257.6,V.M.Placco+_ApJ_870_122_2019,6276,4.07,-0.88,0.48,0.37
WISEAJ172513.97+234751.3,V.M.Placco+_ApJ_870_122_2019,4905,4.10,-0.22,-0.26,-0.29
WISEAJ173313.27-610148.2,V.M.Placco+_ApJ_870_122_2019,5726,4.16,-1.36,0.70,0.53
WISEAJ173432.26-570341.1,V.M.Placco+_ApJ_870_122_2019,5431,2.84,-2.05,1.24,1.00
WISEAJ173837.07+030003.9,V.M.Placco+_ApJ_870_122_2019,5101,4.68,-0.77,0.73,0.63
WISEAJ174425.07+265958.5,V.M.Placco+_ApJ_870_122_2019,4903,3.97,-0.64,0.23,0.15
WISEAJ174710.49+282619.4,V.M.Placco+_ApJ_870_122_2019,6020,3.85,-0.26,0.46,0.42
WISEAJ174831.44+451757.7,V.M.Placco+_ApJ_870_122_2019,5331,4.33,-0.74,0.26,0.16
